"Genus","Species"
"Dipsastrea","paillida"
"Favia","stelligera"
"Lobophytum","pauciflorum"
"Lobophytum","sarcophytoides"
"Montipora","ehrenbergi"
"Sacrophyton","glaucum"
"Sarcophyton","crassocaule"
"Sarcophyton","trocheliophorum"
"Sinularia","compacta"
"Sinularia","facile"
"Sinularia","gibberosa"
"Sinularia","granosa"
"Sinularia","numerosa"
"Sinularia","polydactyla"
"Sinularia","scabra"
"Turbinaria","immersa"
