"species","bleaching_probability"
"Porites vaughani",0.154272692658103
"Psammocora albopicta",0.257248799093757
"Psammocora contigua",0.16864978092926
"Psammocora digitata",0.127527248096956
"Psammocora haimiana",0.282344017299504
"Psammocora interstinctus",0.270379849965172
"Psammocora nierstraszi",0.236561251370875
"Psammocora profundacella",0.225070784098943
"Psammocora stellata",0.244307312440461
"Pseudodiploria clivosa",0.170700845926787
"Pseudodiploria strigosa",0.207013273430995
"Pseudosiderastrea formosa",0.26953166960203
"Pseudosiderastrea tayamai",0.159108982824439
"Sandalolitha dentata",0.257775698825914
"Sandalolitha robusta",0.246291500190603
"Scapophyllia cylindrica",0.305675203821453
"Schizoculina africana",0.312547375368188
"Schizoculina fissipara",0.285873268572171
"Scolymia cubensis",0.0954521309426593
"Scolymia lacera",0.175116456659842
"Scolymia wellsii",0.14597807777328
"Seriatopora aculeata",0.216775115833085
"Seriatopora caliendrum",0.312055895334289
"Seriatopora dentritica",0.229392571690377
"Seriatopora guttata",0.21409471985446
"Seriatopora hystrix",0.249870926826349
"Seriatopora stellata",0.229392571690377
"Siderastrea radians",0.181037688514225
"Siderastrea savignyana",0.228151313753467
"Siderastrea siderea",0.238309761388486
"Siderastrea stellata",0.216266466607776
"Simplastrea vesicularis",0.277339905525081
"Solenastrea bournoni",0.245679396204033
"Solenastrea hyades",0.284394216663464
"Stephanocoenia intersepta",0.181559223318791
"Stylaraea punctata",0.15884920629404
"Stylocoeniella armata",0.230418227063035
"Stylocoeniella cocosensis",0.229017254807063
"Stylocoeniella guentheri",0.230911257759985
"Stylocoeniella muscosus",0.247317390659802
"Stylophora danae",0.221343820934476
"Stylophora kuehlmanni",0.21968687282666
"Stylophora madagascarensis",0.192962872890327
"Stylophora mamillata",0.165765680777285
"Stylophora pistillata",0.329922907227541
"Stylophora subseriata",0.23479555494277
"Stylophora wellsi",0.225086389407305
"Symphyllia recta",0.288000766339422
"Trachyphyllia geoffroyi",0.149020666604658
"Turbinaria bifrons",0.366557975854081
"Turbinaria conspicua",0.358512716675485
"Turbinaria crater",0.379638228602965
"Turbinaria frondens",0.343436554374509
"Turbinaria heronensis",0.400414722523471
"Turbinaria irregularis",0.370895384484059
"Turbinaria mesenterina",0.237915818323092
"Turbinaria patula",0.405231850846688
"Turbinaria peltata",0.401698090307901
"Turbinaria radicalis",0.253863538107592
"Turbinaria reniformis",0.599769719813775
"Turbinaria stellulata",0.33287424624005
"Zoopilus echinatus",0.258789758934267
