"species","aggressiveness","coloniality","colony_max_diameter","corallite_area","egg_diameter","fecundity_polyp","growthFormClasses","growth_rate","mode_larval_development","reduced_scattering_coefficient","sexual_system"
"Alveopora verrilliana",14.917,"colonial",216.93,0.0188691908756237,0.416658642375627,648.230609444588,"massive",11.4823022517098,"spawner",9.47349999999999,"hermaphrodite"
"Alveopora viridis",23.317,"colonial",223.57,0.01539380400259,0.418860059122546,673.894473956435,"columnar",13.1466706528628,"spawner",9.70629999999999,"hermaphrodite"
"Anacropora forbesi",45.554,"colonial",101.87,0.000962112750161874,0.379068130711624,420.415579147384,"branching",32.2956480479893,"spawner",7.14019999999999,"hermaphrodite"
"Anacropora matthai",43.494,"colonial",152.3,0.00237582944427728,0.374727166506162,419.608930610799,"branching",32.611365206192,"spawner",5.62899999999999,"hermaphrodite"
"Anacropora pillai",38.095,"colonial",145.6,0.00282743338823081,0.367228583253081,502.679173659232,"branching",33.0748288882382,"spawner",5.111,"hermaphrodite"
"Anacropora puertogalerae",41.471,"colonial",125.3,0.00331830724035422,0.396,503.014520610799,"branching",33.133593788476,"spawner",5.45479999999999,"hermaphrodite"
"Anacropora reticulata",32.485,"colonial",150.41,0.0038484510006475,0.367228583253081,502.679173659232,"branching",32.9068146255331,"spawner",5.2546,"hermaphrodite"
"Anacropora spinosa",37.642,"colonial",159.5,0.0038484510006475,0.369917166506162,419.377363659232,"branching",30.5691447804927,"spawner",5.59659999999999,"hermaphrodite"
"Anacropora spumosa",37.334,"colonial",143.6,0.00282743338823081,0.368998583253081,502.679173659232,"branching",33.1487136998064,"spawner",5.326,"hermaphrodite"
"Anomastraea irregularis",24.663,"colonial",126.195,0.145220120412188,0.357616249598737,433.669316344938,"massive",13.9117522519481,"spawner",10.9072,"gonochore"
"Astrangia poculata",37.335,"colonial",101.441,0.33644434919676,0.429867654521147,894.761921343895,"massive",7.85922088797047,"spawner",8.9693,"gonochore"
"Astrea annuligera",57.94,"colonial",127.11,0.15552847130678,0.376662380952381,517.531984757876,"encrusting",12.9711536216175,"spawner",10.2209,"hermaphrodite"
"Astrea curta",62.202,"colonial",240.04,0.52168109508267,0.3695,241.180363091679,"massive",2.6,"spawner",10.7317,"hermaphrodite"
"Astrea devantieri",69.701,"colonial",150,0.0962112750161874,0.324739523809524,212.94554808099,"massive",14.933499817641,"spawner",9.0705,"hermaphrodite"
"Astreopora cucullata",13.687,"colonial",200.07,0.0330063578167778,0.415185808881789,684.083570833527,"massive",9.46873413694949,"spawner",9.85339999999999,"hermaphrodite"
"Astreopora expansa",20.226,"colonial",244.2607,0.0380132711084365,0.423063427929408,646.209623956435,"laminar",16.3684009570364,"spawner",9.43989999999999,"hermaphrodite"
"Astreopora explanata",18.298,"colonial",262.7574,0.0113097335529233,0.427554844676327,670.75280541985,"laminar",19.355674671166,"spawner",9.23879999999999,"hermaphrodite"
"Astreopora gracilis",12.678,"colonial",186.4174,0.0176714586764426,0.414595808881789,684.291732296942,"massive",11.7385222464032,"spawner",9.66079999999999,"hermaphrodite"
"Astreopora incrustans",16.459,"colonial",100,0.00502654824574367,0.399624392134869,683.462657004868,"encrusting",15.1037157956666,"spawner",9.71349999999999,"hermaphrodite"
"Astreopora listeri",5.9,"colonial",214.7648,0.0165129963854314,0.414745808881788,648.894849444588,"massive",11.3438253233262,"spawner",9.86669999999999,"hermaphrodite"
"Astreopora macrostoma",12.922,"colonial",214.48,0.045238934211693,0.411084392134869,647.482160908002,"encrusting",11.9789618980672,"spawner",9.87099999999999,"hermaphrodite"
"Astreopora moretonensis",17.495,"colonial",280.2574,0.041547562843725,0.416397225628708,618.018259810094,"laminar",16.1768407970476,"spawner",9.60129999999999,"hermaphrodite"
"Astreopora myriophthalma",3.4,"colonial",372.007,0.0380132711084365,0.411849606581089,623.451666349025,"massive",7.75,"spawner",9.93089999999999,"hermaphrodite"
"Astreopora ocellata",12.924,"colonial",184.52,0.0254469004940773,0.414635808881789,684.083570833527,"massive",9.69584313203274,"spawner",9.63839999999999,"hermaphrodite"
"Astreopora randalli",17.946,"colonial",265.8574,0.0132732289614169,0.425264844676327,643.258171273509,"laminar",18.8633318185789,"spawner",9.23879999999999,"hermaphrodite"
"Astreopora scabra",12.833,"colonial",198.57,0.0330063578167778,0.413415808881789,684.083570833527,"massive",9.46873413694949,"spawner",9.86259999999999,"hermaphrodite"
"Astreopora suggesta",13.786,"colonial",193.4374,0.0143138815279185,0.412165808881789,683.384775345375,"massive",12.9395205608726,"spawner",9.76939999999999,"hermaphrodite"
"Australogyra zelli",57.749,"colonial",200,0.292246656600191,0.357282380952381,175.921102674956,"branching",31.9073089085465,"spawner",9.919,"hermaphrodite"
"Australophyllia wilsoni",42.484,"colonial",173.7362,4.43013651541373,0.498884761904762,1283.79792993448,"massive",13.1090879813929,"spawner",9.5252,"hermaphrodite"
"Balanophyllia europaea",43.7030000000001,"solitary",2,1.74366246255868,0.382719154039631,692.005943963302,"massive",1.36937734433608,"brooder",7.6741,"hermaphrodite"
"Bernardpora stutchburyi",14.194,"colonial",180.79,0.0254469004940773,0.248652868967366,244.773422637882,"encrusting",17.9163121428088,"spawner",10.0466,"gonochore"
"Blastomussa loyae",54.611,"colonial",114.998,1.50331275675084,0.471972892616385,1006.87728473736,"massive",5.96525011751402,"spawner",9.1793,"gonochore"
"Blastomussa merleti",38.077,"colonial",154.4458,0.188574099031727,0.470631475869466,893.649555855743,"encrusting",9.47118556522494,"spawner",9.4445,"gonochore"
"Blastomussa omanensis",38.077,"colonial",154.4458,0.188574099031727,0.470631475869466,893.649555855743,"encrusting",9.47118556522494,"spawner",9.4445,"gonochore"
"Blastomussa wellsi",50.177,"colonial",76.5302,1.63993100012796,0.470419094917085,979.194927907393,"massive",6.57167759418705,"spawner",8.0149,"gonochore"
"Boninastrea boninensis",59.767,"colonial",162.02,0.264207942166902,0.363212380952381,173.840958678954,"massive",10.273596620916,"spawner",9.4835,"hermaphrodite"
"Cantharellus doederleini",42.673,"solitary",5,21.4418607346025,0.338734821027308,913.014161445021,"massive",7.65930184079193,"spawner",7.3561,"gonochore"
"Cantharellus jebbi",38.116,"both",20,38.484510006475,0.342503856821847,911.66347059032,"encrusting",9.63666000912935,"spawner",7.7556,"gonochore"
"Cantharellus noumeae",43.55,"both",20,314.159265358979,0.333656237774228,912.156857541887,"encrusting",10.1787833409565,"spawner",7.5738,"gonochore"
"Catalaphyllia jardinei",67.518,"colonial",100,2.21670777637296,0.337627142857143,540.417166060773,"massive",12.4553425869503,"spawner",9.93919999999999,"hermaphrodite"
"Caulastraea connata",58.9139999999999,"colonial",136.3,3.97607820219958,0.366562380952381,241.517180138199,"massive",7.83255645061602,"spawner",10.8692,"hermaphrodite"
"Caulastraea curvata",58.3459999999999,"colonial",100,0.924590352905561,0.362502380952381,293.48539630954,"branching",30.5535446284961,"spawner",10.358,"hermaphrodite"
"Caulastraea echinulata",58.5799999999999,"colonial",118.8,1.05683176866761,0.366812380952381,238.556858428797,"massive",7.80835927593337,"spawner",10.8044,"hermaphrodite"
"Caulastraea furcata",59.1929999999999,"colonial",500,0.785398163397448,0.35907,220.82370460909,"massive",7.75572804945412,"spawner",11.7981,"hermaphrodite"
"Caulastraea tumida",56.8839999999999,"colonial",100,3.14159265358979,0.368182380952381,265.735338553181,"massive",8.88355568043312,"spawner",11.79,"hermaphrodite"
"Cladocora arbuscula",38.228,"colonial",96.595,0.0551545860245858,0.430898642375627,855.33876951289,"branching",25.7931287361225,"spawner",7.5161,"gonochore"
"Cladocora caespitosa",39.403,"colonial",50,0.0989798035421634,0.427909606581089,927.812079079776,"massive",3.46,"spawner",7.6204,"gonochore"
"Coelastrea aspera",57.441,"colonial",500,0.785398163397448,0.372,272.549019607843,"massive",4.01304347826087,"spawner",9.73,"hermaphrodite"
"Coelastrea palauensis",58.907,"colonial",20,1.62860163162095,0.385162380952381,405.685042795088,"massive",10.3121226693251,"spawner",8.0195,"hermaphrodite"
"Coeloseris mayeri",20.8,"colonial",476.9138,0.785398163397448,0.340343458009555,325.205756528713,"massive",7.78940061177552,"spawner",5.94,"gonochore"
"Colpophyllia natans",17.6,"colonial",200,0.916088417786784,0.480000488014985,1222.63837895817,"massive",11.7447422680412,"spawner",11.5515,"hermaphrodite"
"Coscinaraea columna",27.128,"colonial",107.505,0.177205460616549,0.335600976029971,457.312987929956,"massive",9.59610971916358,"spawner",9.8,"gonochore"
"Coscinaraea crassa",25.819,"colonial",114.1684,0.785398163397448,0.33831859507759,521.463240056081,"encrusting",10.5759673838001,"spawner",9.61179999999999,"gonochore"
"Coscinaraea exesa",35.519,"colonial",134.555,0.148616967468882,0.338160976029971,433.906744881523,"columnar",11.5884006917638,"spawner",9.64829999999999,"gonochore"
"Coscinaraea hahazimaensis",26.344,"colonial",109.55,0.0490873852123405,0.328355737934733,455.707235490237,"massive",9.83471287878787,"spawner",10.477,"gonochore"
"Coscinaraea marshae",23.832,"colonial",91.605,0.135265198691126,0.331890976029971,456.594792441804,"encrusting",10.8820682638969,"spawner",9.3849,"gonochore"
"Coscinaraea mcneilli",22.816,"colonial",110.55,0.196349540849362,0.336210976029971,456.826359393371,"encrusting",11.2009899118819,"spawner",10.1105,"gonochore"
"Coscinaraea monile",31.835,"colonial",66.7133,0.196349540849362,0.334692416425909,479.766087321242,"massive",8.27450486157294,"spawner",6.26,"gonochore"
"Craterastrea levis",27.752,"colonial",150.595,0.0716891808595106,0.34501859507759,454.755328417066,"laminar",22.2524409390175,"spawner",10.1643,"gonochore"
"Ctenactis albitentaculata",49.365,"solitary",23.988,530.929158456675,0.268660488014986,904.776799251289,"massive",8.01208043419183,"spawner",6.6916,"gonochore"
"Ctenactis crassa",49.365,"solitary",23.988,437.435361085843,0.268660488014986,904.776799251289,"massive",8.01208043419183,"spawner",6.6916,"gonochore"
"Ctenactis echinata",48.782,"solitary",21.998,633.470742669846,0.268700488014986,916.003140714703,"massive",8.27039053671746,"spawner",6.1711,"gonochore"
"Ctenella chagius",55.8,"colonial",52.02,2.09876708671959,0.390915749759242,868.58401469362,"massive",7.46422717687771,"brooder",7.7229,"gonochore"
"Cycloseris costulata",44.947,"solitary",8,41.85386812745,0.266539071268066,916.003140714703,"massive",7.66293300218329,"spawner",6.1594,"gonochore"
"Cycloseris curvata",47.075,"solitary",9,47.7836242611008,0.277146690315685,924.267381982039,"massive",6.68666811490884,"spawner",5.83,"gonochore"
"Cycloseris cyclolites",44.72,"solitary",40,9.34820163983813,0.270280488014986,916.003140714703,"massive",7.32443170032587,"spawner",6.1262,"gonochore"
"Cycloseris distorta",44.587,"solitary",4,12.5663706143592,0.266539071268066,904.776799251289,"massive",7.58728298178346,"spawner",6.3369,"gonochore"
"Cycloseris explanulata",35.801,"solitary",107.0624,0.122541748444087,0.261032868967366,458.324167321242,"laminar",16.3507482794969,"spawner",8.3596,"gonochore"
"Cycloseris fragilis",44.587,"solitary",7,18.0955736846772,0.266539071268066,904.776799251289,"massive",7.59101982388872,"spawner",6.3515,"gonochore"
"Cycloseris hexagonalis",44.547,"solitary",9,6.40180006480669,0.267969071268066,916.003140714703,"massive",7.75630403441504,"spawner",6.2085,"gonochore"
"Cycloseris mokai",38.245,"solitary",10,0.237582944427728,0.264209071268066,483.386023664095,"massive",7.52001882022948,"spawner",7.0221,"gonochore"
"Cycloseris sinensis",45.093,"solitary",12.445,22.9446415804471,0.267969071268066,916.003140714703,"massive",7.58728298178346,"spawner",6.1342,"gonochore"
"Cycloseris somervillei",48.604,"solitary",13,111.313715935111,0.275286690315685,924.962171982039,"massive",6.59341323488767,"spawner",5.8532,"gonochore"
"Cycloseris tenuis",45.18,"solitary",17.995,15.7632552986521,0.265190488014986,916.003140714703,"massive",7.59568259879297,"spawner",6.1361,"gonochore"
"Cycloseris vaughani",44.768,"solitary",10.695,26.8782886468692,0.267969071268066,916.003140714703,"massive",7.59101982388872,"spawner",6.0935,"gonochore"
"Cycloseris wellsi",34.578,"solitary",87.3924,0.0397607820219958,0.261095249919747,456.25519183309,"laminar",16.5640837488738,"spawner",7.834,"gonochore"
"Cynarina lacrymalis",93.1,"solitary",50.6283,56.7450173054656,0.507580511664004,1650.49707771131,"massive",15.0501719298312,"spawner",7.6763,"hermaphrodite"
"Cynarina macassarensis",73.3410000000001,"solitary",4.5,61.0349494494882,0.500359094917085,1645.51525771131,"massive",9.43090395478924,"spawner",8.0113,"hermaphrodite"
"Cyphastrea agassizi",31.134,"colonial",474.6862,0.0254469004940773,0.413056690315685,596.26557096069,"massive",5.65470285878102,"spawner",9.9457,"hermaphrodite"
"Cyphastrea chalcidicum",25.7,"colonial",100,0.0380132711084365,0.407171475869466,640.628302275155,"massive",5.63124343504138,"spawner",9.64,"hermaphrodite"
"Cyphastrea decadia",33.584,"colonial",258.34,0.0490873852123405,0.418912892616385,606.806191174468,"branching",29.5121328006956,"spawner",9.1153,"hermaphrodite"
"Cyphastrea hexasepta",30.283,"colonial",231.64,0.00567450173054656,0.426769071268066,601.580031542058,"massive",11.4325485933656,"spawner",9.217,"hermaphrodite"
"Cyphastrea japonica",29.289,"colonial",192.5911,0.0226980069221863,0.421774309363304,629.714112518363,"massive",6.40543992965841,"spawner",8.6481,"hermaphrodite"
"Cyphastrea microphthalma",26.3,"colonial",178.9211,0.0363050301030471,0.421822892616385,627.325237810437,"massive",5.91000501333588,"spawner",6.37,"hermaphrodite"
"Cyphastrea ocellina",31.333,"colonial",224.1763,0.0380132711084365,0.422614309363304,602.245687158681,"massive",3.255,"brooder",9.7252,"hermaphrodite"
"Cyphastrea serailia",29.709,"colonial",216.2362,0.0283528736986479,0.422184309363304,595.227147350672,"massive",4.93333333333333,"spawner",9.19349999999999,"hermaphrodite"
"Danafungia horrida",76.773,"solitary",20,326.851299679482,0.21,915.372183641533,"massive",7.47195974917354,"spawner",6.2162,"gonochore"
"Danafungia scruposa",74.171,"solitary",24,96.7689077121996,0.261678107062605,924.331214908869,"massive",5.8577799147902,"spawner",5.77329999999999,"gonochore"
"Dendrogyra cylindrus",38.309,"colonial",200,0.0829576810088555,0.440248642375627,853.395730489195,"columnar",18.7146923076923,"spawner",6.75,"gonochore"
"Dichocoenia stokesii",47.8,"colonial",55,0.496391274221272,0.432259606581089,997.821079100254,"massive",6.60734392523472,"spawner",7.7281,"gonochore"
"Dichopsammia granulosa",31.954,"colonial",182.5174,0.282096170736442,0.387108166185151,548.291309420716,"laminar",15.3517032061691,"spawner",8.6536,"gonochore"
"Diploastrea heliopora",33.845,"colonial",700,0.502654824574367,0.484127326655911,1009.08331718116,"massive",2.43239285714286,"spawner",8.7,"gonochore"
"Diploria labyrinthiformis",22.6,"colonial",32.33,0.200296166620434,0.458687678170165,1275.84572091078,"massive",3.96824175824176,"spawner",3.39,"hermaphrodite"
"Dipsastraea albida",62.962,"colonial",82.51,0.817128249198705,0.385412380952381,579.376477084166,"massive",7.69256805680801,"spawner",7.70300000000001,"hermaphrodite"
"Dipsastraea amicorum",60.679,"colonial",94.39,0.723822947387088,0.379522380952381,324.087026528181,"massive",10.192517590632,"spawner",8.8064,"hermaphrodite"
"Dipsastraea danai",63.834,"colonial",78.03,0.502654824574367,0.386582380952381,594.377650202987,"massive",7.96956898931508,"spawner",7.49220000000001,"hermaphrodite"
"Dipsastraea faviaformis",40.25,"colonial",20,1.87476505098379,0.471523880470865,1273.3945615195,"massive",6.37358132809144,"spawner",8.36799999999999,"hermaphrodite"
"Dipsastraea favus",52.6,"colonial",37,0.534561624962388,0.43,1200,"massive",8.71022325351053,"spawner",3.98,"hermaphrodite"
"Dipsastraea helianthoides",62.107,"colonial",68.87,0.453645979178366,0.386432380952381,603.420593055341,"massive",10.8590442772757,"spawner",7.5736,"hermaphrodite"
"Dipsastraea lacuna",61.341,"colonial",100,0.483981983239593,0.377312380952381,300.534950721652,"massive",10.4451365990024,"spawner",9.0451,"hermaphrodite"
"Dipsastraea laddi",58.563,"colonial",65.33,0.297057220351,0.374612380952381,317.687000941601,"massive",9.76678588538033,"spawner",8.23550000000001,"hermaphrodite"
"Dipsastraea laxa",61.282,"colonial",61.11,0.180955736846772,0.383562380952381,542.64084693113,"massive",9.09856123332538,"spawner",7.65130000000001,"hermaphrodite"
"Dipsastraea lizardensis",62.555,"colonial",100,1.39975624176102,0.38804,580.246787084166,"massive",6.81943331319363,"spawner",8.7123,"hermaphrodite"
"Dipsastraea maritima",61.9589999999999,"colonial",112,2.08672438033068,0.371782380952381,269.415905743091,"massive",8.38507577013162,"spawner",10.0326,"hermaphrodite"
"Dipsastraea marshae",32.418,"colonial",60,1.98556509688509,0.38542,563.853014992867,"massive",5.92604873411094,"spawner",5.636,"hermaphrodite"
"Dipsastraea matthaii",62.546,"colonial",82.61,1.0028749148422,0.386562380952381,579.376477084166,"massive",7.6344376220254,"spawner",7.68990000000001,"hermaphrodite"
"Dipsastraea maxima",63.2399999999999,"colonial",116.33,5.30929158456675,0.385742380952381,652.897649862781,"massive",8.03408604850935,"spawner",9.54559999999999,"hermaphrodite"
"Dipsastraea pallida",83,"colonial",97.5,0.567450173054656,0.38662,590.602818547581,"massive",5.26296296296296,"spawner",6.49,"hermaphrodite"
"Dipsastraea rosaria",62.0559999999999,"colonial",100,0.465662571078347,0.367332380952381,264.360398277763,"encrusting",10.7997434644618,"spawner",9.82029999999999,"hermaphrodite"
"Dipsastraea rotumana",64.9099999999999,"colonial",97.37,1.03868907109313,0.372252380952381,286.728141643879,"massive",12.3985440511969,"spawner",9.30139999999999,"hermaphrodite"
"Dipsastraea speciosa",63.736,"colonial",75,0.594467869875529,0.385642380952381,597.925496692009,"massive",7.92962962962963,"spawner",7.62160000000001,"hermaphrodite"
"Dipsastraea truncata",60.398,"colonial",71.08,0.746619129079699,0.381302380952381,600.394209936521,"massive",10.3570413889911,"spawner",7.79790000000001,"hermaphrodite"
"Dipsastraea veroni",59.3149999999999,"colonial",218.8,1.4848934026733,0.372132380952381,246.994720063724,"massive",7.73332170020467,"spawner",12.41,"hermaphrodite"
"Dipsastraea vietnamensis",58.735,"colonial",184.5,0.701380194868006,0.365272380952381,262.530584046197,"massive",7.84102533696953,"spawner",10.1894,"hermaphrodite"
"Duncanopsammia axifuga",35.99,"colonial",182.85,0.580880481648753,0.391138166185151,613.002294274813,"branching",24.9107309404027,"spawner",9.1551,"gonochore"
"Echinomorpha nishihirai",70.8590000000001,"both",83.6931,104.774078492628,0.503530511664004,1599.95143466288,"encrusting",15.8691177612877,"spawner",7.7413,"hermaphrodite"
"Echinophyllia aspera",73.4,"colonial",86.7115,0.762012933082289,0.475810511664004,1245.6905171026,"laminar",14.8536654236828,"spawner",5.64,"hermaphrodite"
"Echinophyllia costata",57.2433333333333,"colonial",80,0.188574099031727,0.469309094917085,1153.85391958945,"laminar",13.5328509246956,"spawner",8.4761,"hermaphrodite"
"Echinophyllia echinata",60.139,"colonial",96.44,1.21738678822013,0.475049094917085,1227.14149749476,"laminar",13.4826832780685,"spawner",8.0764,"hermaphrodite"
"Echinophyllia echinoporoides",52.0103333333333,"colonial",179.7511,0.132025431267111,0.489725726110223,1137.94488654102,"encrusting",8.95432600371263,"spawner",9.5897,"hermaphrodite"
"Echinophyllia orpheensis",57.802,"colonial",50,0.793271779985508,0.474945297217784,1285.02575298291,"massive",6.86477013118361,"spawner",8.49459999999999,"hermaphrodite"
"Echinophyllia patula",58.5663333333333,"colonial",119.2916,0.278050584796782,0.472460511664004,1142.21183788283,"laminar",14.0837658995479,"spawner",8.8855,"hermaphrodite"
"Echinophyllia pectinata",54.217,"colonial",164.4778,0.924590352905561,0.488651928410923,1223.93191139789,"encrusting",9.88384751737157,"spawner",9.28659999999999,"hermaphrodite"
"Echinopora ashmorensis",69.7079999999999,"colonial",200,0.177205460616549,0.330657142857143,489.202568814087,"encrusting_long_uprights",16.9740189442224,"spawner",9.32909999999999,"hermaphrodite"
"Echinopora forskaliana",62.978,"colonial",332.15,0.200296166620434,0.327567142857143,475.54361096069,"massive",10.5768311508936,"spawner",13.76,"hermaphrodite"
"Echinopora fruticulosa",74.3659999999999,"colonial",200,0.141862543263664,0.331229523809524,479.044613934648,"branching",31.8732616485623,"spawner",8.797,"hermaphrodite"
"Echinopora gemmacea",89.7,"colonial",226.3323,0.101787601976309,0.329434761904762,459.529416374368,"laminar",19.5395597821894,"spawner",8.93,"hermaphrodite"
"Echinopora grandicula",68.124,"colonial",244.3,0.275687125373578,0.330707142857143,436.527924180635,"encrusting",14.8255048710766,"spawner",10.5186,"hermaphrodite"
"Echinopora hirsutissima",67.85,"colonial",242.95,0.122541748444087,0.329099523809524,436.615930399105,"massive",14.5035265440808,"spawner",10.5277,"hermaphrodite"
"Echinopora horrida",61.4759999999999,"colonial",500,0.0380132711084365,0.310189523809524,442.614870572621,"encrusting_long_uprights",14.4669255678459,"spawner",9.8286,"hermaphrodite"
"Echinopora irregularis",65.0799999999999,"colonial",236.85,0.0730616641500476,0.328869523809524,452.133906861478,"digitate",24.1814826085159,"spawner",9.69279999999999,"hermaphrodite"
"Echinopora lamellosa",49.9,"colonial",500,0.0637939658219577,0.25,451.689661961561,"laminar",15.8074873955827,"spawner",9.73409999999999,"hermaphrodite"
"Echinopora mammiformis",60.095,"colonial",500,0.441786466911065,0.341582380952381,571.340744746308,"encrusting_long_uprights",14.934045017202,"spawner",10.5301,"hermaphrodite"
"Echinopora pacificus",73.1309999999999,"colonial",203.0085,0.0989798035421634,0.323524761904762,459.499163325935,"laminar",18.7932459446544,"spawner",8.7192,"hermaphrodite"
"Echinopora robusta",62.96,"colonial",268.53,0.321699087727595,0.330187142857143,473.94759613116,"massive",11.487617654746,"spawner",11.7245,"hermaphrodite"
"Echinopora taylorae",77.2939999999999,"colonial",193.3585,0.101787601976309,0.328984761904762,485.413077959386,"laminar",19.2403209389126,"spawner",8.07,"hermaphrodite"
"Echinopora tiranensis",65.3519999999999,"colonial",230.68,0.068349275169663,0.328869523809524,452.133906861478,"digitate",24.00183180947,"spawner",9.62569999999999,"hermaphrodite"
"Enigmopora darveliensis",29.964,"colonial",153.33,0.0291526053785275,0.418984903798873,497.022342561323,"branching",32.807495914389,"spawner",9.57209999999999,"hermaphrodite"
"Erythrastrea flabellata",58.3499999999999,"colonial",100,1.13097335529233,0.367792380952381,261.58008147723,"massive",7.93375239210008,"spawner",10.8714,"hermaphrodite"
"Euphyllia ancora",62.5400000000001,"colonial",100,7.30616641500476,0.415420964205462,1204.37039154406,"massive",8.01421498259212,"spawner",8.7104,"gonochore"
"Euphyllia cristata",61.7260000000001,"colonial",12,3.97607820219958,0.396744333012323,868.268536157034,"massive",7.31620035668582,"brooder",7.6915,"gonochore"
"Euphyllia divisa",63.7660000000001,"colonial",100,3.80132711084365,0.393509547458542,834.402377742053,"massive",8.45868894358812,"spawner",8.4403,"gonochore"
"Euphyllia glabrescens",59.1400000000001,"colonial",44.68,1.43138815279185,0.390574333012323,868.58401469362,"massive",7.4182989117705,"brooder",7.75,"gonochore"
"Euphyllia paraancora",62.2360000000001,"colonial",97.62,6.83492751696629,0.413987166506161,1203.74866008065,"massive",8.08001034301772,"spawner",8.0669,"gonochore"
"Euphyllia paradivisa",64.6990000000001,"colonial",138.66,12.8824933751266,0.415460964205462,1203.90725764093,"massive",8.41464083581346,"spawner",8.7843,"gonochore"
"Euphyllia paraglabrescens",64.506,"colonial",140.035,20.4282062299676,0.415460964205462,1203.90725764093,"massive",8.41464083581346,"spawner",8.7843,"gonochore"
"Euphyllia yaeyamaensis",64.567,"colonial",106.12,4.98759249683916,0.409900964205462,1203.90725764093,"massive",8.42954992672255,"spawner",8.6333,"gonochore"
"Eusmilia fastigiata",12.6,"colonial",250,2.9864765163188,0.442211452220447,914.62987485896,"massive",6.97758981657643,"spawner",8.8265,"gonochore"
"Favia fragum",31.9,"colonial",5,0.196349540849362,0.463596261423246,1190.70302734859,"massive",5.17967028726633,"brooder",9.98,"hermaphrodite"
"Favia gravida",27.971,"colonial",17.4009,0.770252937913573,0.459346261423246,1275.83076317899,"massive",5.4822879082139,"brooder",9.0953,"hermaphrodite"
"Favia leptophylla",29.505,"colonial",100,0.453645979178366,0.466600511664004,1244.908086981,"massive",5.57364728644475,"spawner",11.5217,"hermaphrodite"
"Favites abdita",41.4,"colonial",100,0.994019550549896,0.38522,640.938622235466,"massive",0.8,"spawner",3.84,"hermaphrodite"
"Favites acuticollis",33.599,"colonial",73.1133,0.502654824574367,0.379822380952381,563.902091744268,"massive",7.91601929321436,"spawner",6.7595,"hermaphrodite"
"Favites chinensis",40.756,"colonial",167.6,0.785398163397448,0.37817,511.901748726573,"massive",6.44926586119855,"spawner",8.93330000000001,"hermaphrodite"
"Favites colemani",33.525,"colonial",40,0.278050584796782,0.374142380952381,488.625304619186,"encrusting",7.88571081957352,"spawner",7.2383,"hermaphrodite"
"Favites complanata",36.7970000000001,"colonial",76.4733,1.41026094219646,0.38524,633.171633890872,"massive",5.52759872115162,"spawner",5.3746,"hermaphrodite"
"Favites flexuosa",20.8,"colonial",93.28,2.01061929829747,0.381402380952381,548.585440088863,"massive",6.65259908462068,"spawner",6.2433,"hermaphrodite"
"Favites halicora",32.781,"colonial",73.7733,1.4957122623741,0.38592,633.171633890872,"massive",5.67291144603896,"spawner",4.8,"hermaphrodite"
"Favites magnistellata",56.514,"colonial",200,0.580880481648753,0.375302380952381,501.217669409762,"massive",8.73599974721941,"spawner",11.536,"hermaphrodite"
"Favites melicerum",31.903,"colonial",71.2633,0.412824909635784,0.37835,533.811252136425,"massive",6.2695188733846,"spawner",6.3794,"hermaphrodite"
"Favites micropentagonus",55.569,"colonial",50,0.141862543263664,0.379542380952381,274.604252550491,"massive",11.0505215917385,"spawner",7.69830000000001,"hermaphrodite"
"Favites paraflexuosus",55.607,"colonial",60,1.39975624176102,0.381312380952381,547.571305581103,"massive",7.59756540209725,"spawner",7.3075,"hermaphrodite"
"Favites pentagona",55.2,"colonial",100,0.297057220351,0.360392380952381,167.749205239059,"massive",10.141521511513,"spawner",10.1024,"hermaphrodite"
"Favites rotundata",33.094,"colonial",73.9,2.74645883758454,0.38595,555.249800555494,"massive",5.45508038839881,"spawner",5.5649,"hermaphrodite"
"Favites spinosa",34.064,"colonial",79.0233,0.352565235549115,0.377342380952381,496.539461178596,"massive",8.03222261301257,"spawner",6.7761,"hermaphrodite"
"Favites stylifera",55.572,"colonial",194.39,0.273397100678652,0.372442380952381,429.760146866914,"massive",11.1904172498857,"spawner",10.9431,"hermaphrodite"
"Favites valenciennesi",20.8,"colonial",105.53,0.601320468851171,0.376102380952381,549.649367162034,"massive",7.19306232475011,"spawner",7.8404,"hermaphrodite"
"Favites vasta",33.075,"colonial",74.93,1.76714586764426,0.38524,543.707980555494,"massive",5.36022835078125,"spawner",5.6635,"hermaphrodite"
"Fungia fungites",100,"solitary",28,196.066797510539,0.269748107062605,1001.98775244867,"massive",2,"spawner",4.65,"gonochore"
"Galaxea acrhelia",62.829,"colonial",200,0.200296166620434,0.397909547458542,763.161315176642,"branching",29.0207318414901,"brooder",8.72039999999999,"gonochore"
"Galaxea astreata",78.8,"colonial",200,0.0989798035421634,0.398209547458542,746.095447737965,"massive",10.2738567659403,"spawner",8.82199999999999,"gonochore"
"Galaxea cryptoramosa",54.604,"colonial",30,0.152053084433746,0.383944333012323,820.264251273508,"branching",24.6830165840784,"brooder",7.55979999999999,"gonochore"
"Galaxea fascicularis",86.2,"colonial",500,0.534561624962388,0.398985749759242,753.619723575233,"massive",10.18276532768,"spawner",8.06,"gonochore"
"Galaxea horrescens",53.337,"colonial",200,0.057255526111674,0.390369547458542,773.618269810094,"branching",29.0141690160226,"brooder",8.83989999999999,"gonochore"
