"species","aggressiveness","coloniality","colony_max_diameter","corallite_area","egg_diameter","fecundity_polyp","growthFormClasses","growth_rate","mode_larval_development","reduced_scattering_coefficient","sexual_system"
"Montipora incrassata",37.111,"colonial",71.245,0.0113097335529233,0.379749094917085,431.364815611841,"encrusting",19.2081339659236,"spawner",7.72089999999999,"hermaphrodite"
"Montipora informis",43.2,"colonial",88.0733,0.0122718463030851,0.378368130711623,482.281134026822,"massive",19.9524029869653,"spawner",5.64,"hermaphrodite"
"Montipora kellyi",29.617,"colonial",158.64,0.00441786466911065,0.366257166506162,502.679173659232,"branching",33.1112354465512,"spawner",5.1416,"hermaphrodite"
"Montipora lobulata",13.8,"colonial",110.28,0.00950331777710913,0.360230511664004,457.271908660274,"massive",21.1824725936223,"spawner",6.42189999999999,"hermaphrodite"
"Montipora mactanensis",23.214,"colonial",126.43,0.00441786466911065,0.372488130711624,397.879737562366,"digitate",28.2948558093165,"spawner",7.56649999999999,"hermaphrodite"
"Montipora malampaya",32.643,"colonial",139.2,0.00331830724035422,0.366599547458543,397.905447562366,"digitate",28.3763788721367,"spawner",7.683,"hermaphrodite"
"Montipora meandrina",25.023,"colonial",20,0.00502654824574367,0.365236713964704,454.737077075255,"encrusting",20.0284648923894,"spawner",6.457,"hermaphrodite"
"Montipora millepora",22.353,"colonial",123.73,0.00237582944427728,0.367888130711623,406.168685611841,"encrusting",21.0579619325633,"spawner",7.78459999999999,"hermaphrodite"
"Montipora mollis",34.941,"colonial",95.9433,0.00441786466911065,0.379988130711624,468.321280123688,"massive",20.5769877015573,"spawner",6.1084,"hermaphrodite"
"Montipora monasteriata",5.9,"colonial",217.1974,0.00636172512351933,0.362350511664004,407.986182563408,"laminar",25.2854563694349,"spawner",6.70689999999999,"hermaphrodite"
"Montipora niugini",33.572,"colonial",30,0.00331830724035422,0.365348130711623,457.12306902578,"digitate",27.6934749950249,"spawner",6.0336,"hermaphrodite"
"Montipora nodosa",28.504,"colonial",109.1966,0.00865901475145687,0.367450511664004,457.094938660274,"massive",20.9174940292946,"spawner",6.34829999999999,"hermaphrodite"
"Montipora orientalis",29.534,"colonial",126.4279,0.00567450173054656,0.370936713964704,406.116325611841,"columnar",21.2218087434671,"spawner",6.77859999999999,"hermaphrodite"
"Montipora pachytuberculata",27.561,"colonial",161.9,0.00282743338823081,0.360369547458543,396.497192195817,"branching",31.2336863878676,"spawner",6.27419999999999,"hermaphrodite"
"Montipora palawanensis",15.817,"colonial",200,0.00331830724035422,0.360789547458543,406.555585611841,"laminar",25.3437499414691,"spawner",6.27629999999999,"hermaphrodite"
"Montipora patula",36.695,"colonial",200,0.00282743338823081,0.369889547458543,417.545817075255,"laminar",26.2199963657463,"spawner",6.20549999999999,"hermaphrodite"
"Montipora peltiformis",11.9,"colonial",175.96,0.00502654824574367,0.367938130711623,434.943945611841,"massive",22.5265056972593,"spawner",6.26929999999999,"hermaphrodite"
"Montipora porites",20.275,"colonial",124.5133,0.00567450173054657,0.369336713964704,408.277082563408,"encrusting_long_uprights",20.0820487472201,"spawner",6.70629999999999,"hermaphrodite"
"Montipora samarensis",34.294,"colonial",146.1,0.00282743338823081,0.363029547458543,407.683793659232,"branching",31.1689142029862,"spawner",6.09549999999999,"hermaphrodite"
"Montipora saudii",24.574,"colonial",100,0.0038484510006475,0.367588130711623,429.172508660274,"encrusting_long_uprights",20.2283453862755,"spawner",7.34939999999999,"hermaphrodite"
"Montipora setosa",36.462,"colonial",107.55,0.00441786466911065,0.371088130711623,421.796357562366,"digitate",29.1098981814874,"spawner",7.13619999999999,"hermaphrodite"
"Montipora spongiosa",25.824,"colonial",157.03,0.0038484510006475,0.362939547458543,396.431742195817,"branching",30.9288866652609,"spawner",6.26589999999999,"hermaphrodite"
"Montipora spongodes",37.376,"colonial",71.14,0.00865901475145687,0.379039094917085,431.326015611841,"encrusting",19.8196668729962,"spawner",7.0021,"hermaphrodite"
"Montipora spumosa",44.6,"colonial",120.6,0.00502654824574367,0.377696713964704,406.406562563408,"encrusting",21.3914086099814,"spawner",7.33619999999999,"hermaphrodite"
"Montipora stellata",36.226,"colonial",111.46,0.00441786466911065,0.381210511664004,421.815757562366,"digitate",28.8279045701495,"spawner",8.03229999999999,"hermaphrodite"
"Montipora stilosa",34.201,"colonial",113.4433,0.0038484510006475,0.368859547458543,457.094938660274,"massive",20.8292373997552,"spawner",6.45729999999999,"hermaphrodite"
"Montipora taiwanensis",21.464,"colonial",50,0.0038484510006475,0.372485749759242,505.21820853867,"massive",19.1502925928855,"spawner",5.9276,"hermaphrodite"
"Montipora tuberculosa",20.8,"colonial",113.92,0.00502654824574367,0.370248130711623,434.065405611841,"massive",20.142573455358,"spawner",6.50129999999999,"hermaphrodite"
"Montipora turgescens",35.391,"colonial",85.9666,0.00636172512351933,0.382250511664004,468.321280123688,"massive",20.8888355692487,"spawner",6.18259999999999,"hermaphrodite"
"Montipora turtlensis",40.544,"colonial",85.885,0.00441786466911065,0.386998130711624,422.027924513933,"digitate",28.4791425053722,"spawner",7.2134,"hermaphrodite"
"Montipora undata",44.6,"colonial",101.04,0.00785398163397448,0.380619094917085,429.292575611841,"laminar",26,"spawner",7.052,"hermaphrodite"
"Montipora venosa",5.9,"colonial",152.7474,0.0176714586764426,0.359010511664004,436.589864148426,"massive",21.2790325787135,"spawner",6.28719999999999,"hermaphrodite"
"Montipora verrilli",35.347,"colonial",116,0.00441786466911065,0.368709094917085,409.706761099993,"encrusting",17.2,"spawner",7.33749999999999,"hermaphrodite"
"Montipora verrucosa",44.6,"colonial",131.525,0.00950331777710913,0.382249094917085,406.780392563408,"laminar",26.8060837438424,"spawner",8.27,"hermaphrodite"
"Montipora verruculosa",28.375,"colonial",200,0.00441786466911065,0.375618130711623,406.476085611841,"encrusting",22.7763095500581,"spawner",7.57179999999999,"hermaphrodite"
"Montipora vietnamensis",26.292,"colonial",128.3023,0.00282743338823081,0.372259547458543,397.879737562366,"digitate",29.298460545337,"spawner",7.56159999999999,"hermaphrodite"
"Moseleya latistellata",47.523,"colonial",25,32.6745270927423,0.480637678170165,1646.60934868762,"massive",7.45996752434301,"spawner",8.4837,"hermaphrodite"
"Mussa angulosa",50.3,"both",50,28.2743338823081,0.498731046977027,1646.6161962479,"massive",10.8338851017593,"spawner",8.9738,"hermaphrodite"
"Mussismilia braziliensis",36.234,"colonial",99.5565,0.907625752576176,0.466100511664004,1260.31323200661,"massive",8,"spawner",11.2906,"hermaphrodite"
"Mussismilia harttii",36.256,"colonial",100,2.48845554090848,0.471010511664004,1259.60405347002,"massive",7.98914933158138,"spawner",11.2815,"hermaphrodite"
"Mussismilia hispida",34.818,"colonial",50,2.53057251742066,0.469967678170165,1284.86694761636,"massive",7.13386914861497,"spawner",8.9461,"hermaphrodite"
"Mycedium elephantotus",59.5,"colonial",300,0.601320468851171,0.370262380952381,540.442695130862,"laminar",17.891271826007,"spawner",24.39,"hermaphrodite"
"Mycedium mancaoi",54.779,"colonial",199.9,0.237582944427728,0.372262380952381,471.526937632793,"laminar",19.0923184621702,"spawner",11.9488,"hermaphrodite"
"Mycedium robokaki",54.386,"colonial",194.8,0.237582944427728,0.372272380952381,314.276561166333,"laminar",19.5584436958384,"spawner",11.3187,"hermaphrodite"
"Mycedium spina",56.048,"colonial",247.4,0.542128543567641,0.361422380952381,289.670081311195,"laminar",16.6816035256877,"spawner",10.94,"hermaphrodite"
"Mycedium steeni",53.666,"colonial",30,0.0433736135736241,0.368242380952381,416.287645945955,"laminar",14.4154256141188,"spawner",9.2177,"hermaphrodite"
"Mycedium umbra",52.752,"colonial",100,1.25681377602268,0.386122380952381,536.026833467281,"encrusting",12.7912653303183,"spawner",10.08,"hermaphrodite"
"Mycetophyllia aliciae",37.7,"colonial",13.62,2.40528187540469,0.465112463723946,1273.87217310451,"massive",6.15228013163068,"spawner",8.5302,"hermaphrodite"
"Mycetophyllia danaana",32.7,"colonial",111.3495,1.11220233918713,0.468102892616385,1231.89470810347,"encrusting",9.40936340353656,"spawner",10.9951,"hermaphrodite"
"Mycetophyllia ferox",47.8,"colonial",22,0.686614709396134,0.457807678170165,1257.23110920138,"laminar",11.5037614522134,"brooder",9.0975,"hermaphrodite"
"Mycetophyllia lamarckiana",32.7,"colonial",13.28,1.70873187924157,0.464008642375627,1256.47858761636,"encrusting",7.40153680305655,"brooder",8.8321,"hermaphrodite"
"Mycetophyllia reesi",42.8,"colonial",37.3452,0.629123563835441,0.466167678170165,1256.19336212821,"laminar",11.0987821998915,"brooder",9.5084,"hermaphrodite"
"Nemenzophyllia turbida",50.358,"colonial",200,0.825158945419444,0.477962892616385,1007.89431168892,"massive",6.42513895616198,"spawner",9.1885,"gonochore"
"Oculina arbuscula",45.121,"colonial",50,0.506987866241831,0.432479606581089,997.589512148687,"massive",9.23384138554518,"spawner",7.6478,"gonochore"
"Oculina diffusa",38.599,"colonial",99.12,0.173494454294496,0.432738642375627,854.894946464457,"branching",26.0571159794797,"spawner",7.8834,"gonochore"
"Oculina patagonica",39.902,"colonial",78.545,0.045238934211693,0.429278642375627,855.33876951289,"branching",26.7119434133044,"spawner",7.5387,"gonochore"
"Oculina robusta",38.458,"colonial",99.835,0.0855298599939821,0.431528642375627,854.66337951289,"branching",26.6553237856066,"spawner",7.8905,"gonochore"
"Oculina tenella",43.295,"colonial",106.0747,0.675645642296585,0.431006237774228,980.209269492411,"massive",9.97350556427532,"spawner",8.365,"gonochore"
"Oculina valenciennesi",39.954,"colonial",79.545,0.0510705155749191,0.429278642375627,855.33876951289,"branching",26.7119434133044,"spawner",7.5423,"gonochore"
"Oculina varicosa",39.697,"colonial",50,0.101787601976309,0.431534392134869,878.21925951289,"branching",22.4832391166417,"spawner",7.4742,"gonochore"
"Orbicella annularis",36.7,"colonial",800,0.0779311327631118,0.441040964205462,630.650213641532,"massive",7.55981485429993,"spawner",14.5,"hermaphrodite"
"Orbicella faveolata",34.409,"colonial",1000,0.372220217287217,0.422450964205462,620.297915472538,"massive",7.23611111111111,"spawner",10.6532,"hermaphrodite"
"Orbicella franksi",43.075,"colonial",500,11.9913505774561,0.496690964205461,1572.56777168892,"massive",10.8103125,"spawner",9.9404,"hermaphrodite"
"Oulastrea crispata",22.419,"colonial",147.5897,0.162597054777357,0.324596702140195,78.0063936886616,"encrusting",14.0266002779154,"spawner",9.64329999999999,"hermaphrodite"
"Oulophyllia bennettae",34.181,"colonial",81.53,1.79078635236252,0.38817,552.830761944434,"massive",6.01056909152199,"spawner",5.5469,"hermaphrodite"
"Oulophyllia crispa",56.414,"colonial",100,0.679290871522453,0.382742380952381,555.029310018476,"massive",21,"spawner",9.1837,"hermaphrodite"
"Oulophyllia levis",58.2539999999999,"colonial",155.2,1.39975624176102,0.368042380952381,249.329146433228,"massive",8.53883093149065,"spawner",10.4223,"hermaphrodite"
"Oxypora convoluta",40.3733333333333,"colonial",200,0.273397100678652,0.486343345157842,1154.41949337098,"laminar",13.3680185141025,"spawner",9.9038,"hermaphrodite"
"Oxypora crassispinosa",58.0583333333333,"colonial",141.0233,0.441786466911065,0.473730511664004,1211.82026405417,"laminar",14.5476972566846,"spawner",8.98139999999999,"hermaphrodite"
"Oxypora egyptensis",56.017,"colonial",100,0.924590352905561,0.481750511664004,1250.52454286131,"massive",7.68841442433048,"spawner",9.5497,"hermaphrodite"
"Oxypora glabra",57.3343333333333,"colonial",125.2466,0.306796157577128,0.472790511664004,1142.21183788283,"laminar",14.2286035466067,"spawner",9.0384,"hermaphrodite"
"Oxypora lacera",57.9893333333333,"colonial",129.8233,0.435915615639669,0.473730511664004,1211.82026405417,"laminar",14.4978502396401,"spawner",8.89369999999999,"hermaphrodite"
"Pachyseris foliosa",31.333,"colonial",522.035,0.177205460616549,0.389752892616385,691.492798103472,"laminar",14.1565715999915,"spawner",9.0729,"gonochore"
"Pachyseris gemmae",26.368,"colonial",323.165,0.0433736135736241,0.389872892616385,691.191411151905,"laminar",14.7449333041684,"spawner",9.32039999999999,"gonochore"
"Pachyseris involuta",32.028,"colonial",517.395,0.113411494794592,0.388862892616385,691.492798103472,"laminar",14.5778068791967,"spawner",9.0316,"gonochore"
"Pachyseris rugosa",20.8,"colonial",1000,0.0962112750161874,0.388840511664004,663.275761151905,"laminar",14.4214958002582,"spawner",8.95069999999999,"gonochore"
"Pachyseris speciosa",20.8,"colonial",2,0.0962112750161874,0.368,760.226308272205,"laminar",13.1564677281593,"spawner",8.1778,"gonochore"
"Palauastrea ramosa",23.818,"colonial",49.2828,0.0103868907109313,0.356,84.1015213438954,"branching",24.9167704634349,"brooder",7.0332,"hermaphrodite"
"Paragoniastrea australensis",54.274,"colonial",235.4,0.672006303556942,0.38239,515.006350724227,"massive",3.4,"spawner",10.3751,"hermaphrodite"
"Paragoniastrea deformis",53.79,"colonial",124.83,0.441786466911065,0.377392380952381,327.531668333762,"massive",10.0965623376548,"spawner",9.04050000000001,"hermaphrodite"
"Paragoniastrea russelli",57.367,"colonial",139.58,0.950331777710912,0.376812380952381,483.580049021693,"massive",9.0713203843218,"spawner",9.5929,"hermaphrodite"
"Paramontastraea peresi",54.314,"colonial",145.1,0.601320468851171,0.377282380952381,338.06104316738,"massive",9.10255826433438,"spawner",9.41010000000001,"hermaphrodite"
"Paramontastraea salebrosa",43.75,"colonial",323.5862,0.132025431267111,0.414440964205462,606.8202694228,"massive",6.62962322123732,"spawner",9.8397,"hermaphrodite"
"Paramontastraea serageldini",66.3259999999999,"colonial",80,0.1661902513749,0.373092380952381,150.135926374368,"massive",11.992369047619,"spawner",8.98549999999999,"hermaphrodite"
"Pavona bipartita",21.227,"colonial",100,0.0490873852123405,0.332741088881684,278.603471083602,"massive",10.8505689379453,"spawner",7.723,"gonochore"
"Pavona cactus",22.576,"colonial",1000,0.0113097335529233,0.350337279357874,221.975518229163,"digitate",42.7239010989011,"spawner",6.86,"gonochore"
"Pavona chiriquiensis",19.518,"colonial",714.97,0.00950331777710913,0.341703458009555,230.399569205467,"encrusting",20.312258296525,"spawner",7.8863,"gonochore"
"Pavona clavus",3.3,"colonial",2000,0.0510705155749191,0.32154536277146,239.465609009389,"columnar",13.5147962382445,"spawner",6.11,"gonochore"
"Pavona danai",23.394,"colonial",166.8671,0.0226980069221863,0.351476803167398,260.736864619145,"digitate",29.4505285481802,"spawner",8.0986,"gonochore"
"Pavona decussata",18.61,"colonial",20,0.057255526111674,0.345903005468098,441.528680006172,"digitate",20.824185977236,"spawner",3.02,"gonochore"
"Pavona diffluens",20.599,"colonial",381.4,0.0433736135736241,0.335864886580984,217.096477545974,"massive",14.2981007685749,"spawner",7.8818,"gonochore"
"Pavona duerdeni",21.241,"colonial",656.8707,0.0314159265358979,0.332792981819079,220.062583230205,"massive",8.75238095238095,"spawner",6.9901,"gonochore"
"Pavona explanulata",18.318,"colonial",852.9321,0.0551545860245858,0.335498219914317,232.759829205467,"laminar",18.3009188465426,"spawner",8.3855,"gonochore"
"Pavona frondifera",24.462,"colonial",667.665,0.0330063578167778,0.34443536277146,226.171229888656,"digitate",23.8604370386817,"spawner",11.52,"gonochore"
"Pavona gigantea",26.79,"colonial",465.55,0.13854423602331,0.337410600866698,222.427167254943,"massive",9.114,"spawner",8.0229,"gonochore"
"Pavona maldivensis",27.002,"colonial",30,0.0962112750161874,0.338505386420479,301.778422547017,"columnar",12.05,"spawner",7.7711,"gonochore"
"Pavona minuta",18.562,"colonial",1000,0.0530929158456675,0.335182505628603,220.58590469362,"massive",11.2590786440327,"spawner",7.8385,"gonochore"
"Pavona varians",46.2,"colonial",698.4248,0.38484510006475,0.334301077057174,238.932197653967,"encrusting",3.485,"spawner",10.01,"gonochore"
"Pavona venosa",29.06,"colonial",351.8874,0.412824909635784,0.340530600866698,296.516063696837,"encrusting",9.26922608680884,"spawner",7.9225,"gonochore"
"Pavona xarifae",21.35,"colonial",741.75,0.0316947428839043,0.344680600866698,224.492858229163,"digitate",26.6920103865224,"spawner",8.2683,"gonochore"
"Pectinia africana",54.108,"colonial",30,1.81458391671346,0.391912380952381,595.943298292724,"massive",9.47600430679399,"spawner",7.2414,"hermaphrodite"
"Pectinia alcicornis",56.4609999999999,"colonial",153.9,3.14159265358979,0.365732380952381,272.59953477443,"digitate",18.7877099827074,"spawner",10.6813,"hermaphrodite"
"Pectinia crassa",54.196,"colonial",190.97,0.378845247145016,0.373022380952381,326.212081166333,"laminar",18.6801493067197,"spawner",11.3586,"hermaphrodite"
"Pectinia elongata",54.985,"colonial",221.35,0.672006303556942,0.380402380952381,550.918377394982,"branching",33.0297472192023,"spawner",13.0937,"hermaphrodite"
"Pectinia lactuca",51.946,"colonial",100,6.49180669433203,0.386582380952381,900.597702852396,"encrusting",11.6451000673794,"spawner",11.0254,"hermaphrodite"
"Pectinia maxima",54.914,"colonial",100,0.994019550549896,0.377632380952381,574.589432173295,"laminar",17.6459310699902,"spawner",11.9239,"hermaphrodite"
"Pectinia paeonia",59.423,"colonial",100,8.29576810088555,0.370732380952381,671.353653966858,"laminar",14.9154971167797,"spawner",9.6262,"hermaphrodite"
"Pectinia pygmaea",54.275,"colonial",228.06,0.1661902513749,0.371572380952381,471.789164585668,"branching",33.8470233735725,"spawner",12.2835,"hermaphrodite"
"Pectinia teres",54.177,"colonial",232.06,0.204282062299676,0.371242380952381,471.789164585668,"branching",33.6896530032021,"spawner",12.7234,"hermaphrodite"
"Physogyra lichtensteini",61.507,"colonial",100,1.32732289614169,0.511,1006.9857592492,"massive",10.0525549211412,"spawner",9.2077,"gonochore"
"Physophyllia ayleni",55.22,"colonial",155.9,1.32732289614169,0.375352380952381,572.355178324157,"laminar",17.5494773005216,"spawner",13.7759,"hermaphrodite"
"Platygyra acuta",53.029,"colonial",185.37,0.177205460616549,0.373302380952381,448.614559766398,"massive",9.97083796157977,"spawner",10.5832,"hermaphrodite"
"Platygyra carnosa",51.19,"colonial",40,0.125663706143592,0.377202380952381,513.456798594015,"massive",8.34052477070902,"spawner",7.8626,"hermaphrodite"
"Platygyra contorta",56.604,"colonial",185.27,0.13854423602331,0.371872380952381,430.065540158555,"massive",10.1688039553686,"spawner",10.9151,"hermaphrodite"
"Platygyra crosslandi",53.216,"colonial",190.67,0.200296166620434,0.373302380952381,448.614559766398,"massive",9.93623470566049,"spawner",10.7223,"hermaphrodite"
"Platygyra daedalea",44.6,"colonial",72.66,0.490166993776348,0.396,679.991453832788,"massive",22,"spawner",5.79,"hermaphrodite"
"Platygyra lamellina",63.7,"colonial",289.3,0.580880481648753,0.376192380952381,450.041297950435,"massive",7.4,"spawner",14.58,"hermaphrodite"
"Platygyra pini",57.428,"colonial",215.89,0.278050584796782,0.371872380952381,394.801651892522,"massive",10.6847553322039,"spawner",11.7532,"hermaphrodite"
"Platygyra ryukyuensis",50.614,"colonial",163.17,0.0471435247579318,0.366922380952381,447.418282693227,"massive",9.97927963761193,"spawner",9.77450000000001,"hermaphrodite"
"Platygyra sinensis",44.6,"colonial",215.45,0.196349540849362,0.374692380952381,77.3658536585366,"massive",7.21627906976744,"spawner",8.45,"hermaphrodite"
"Platygyra verweyi",59.468,"colonial",142.93,0.110446616727766,0.370592380952381,430.715119378329,"massive",11.0177173653717,"spawner",9.6345,"hermaphrodite"
"Platygyra yaeyamaensis",53.017,"colonial",183.97,0.152053084433746,0.373322380952381,450.881869962476,"massive",9.85330432370602,"spawner",10.3181,"hermaphrodite"
"Plerogyra cauliformis",54.709,"colonial",130.2327,2.86506888282265,0.478472892616385,1007.27098473736,"massive",6.16362525457874,"spawner",9.3418,"gonochore"
"Plerogyra diabolotus",56.939,"colonial",109.3457,2.71797892573296,0.479792892616385,1007.27098473736,"massive",6.54588591854148,"spawner",9.2755,"gonochore"
"Plerogyra discus",62.185,"colonial",30,3.39794661412272,0.469834844676327,1044.12354651845,"massive",4.89711833463755,"spawner",7.7736,"gonochore"
"Plerogyra multilobata",56.728,"colonial",106.6457,2.40528187540469,0.480012892616385,1007.27098473736,"massive",6.52542878138039,"spawner",9.2755,"gonochore"
"Plerogyra simplex",47.846,"colonial",132.603,2.40528187540469,0.469081023328008,959.078155467673,"branching",24.5998188486252,"spawner",8.4837,"gonochore"
"Plerogyra sinuosa",100,"colonial",100,3.97607820219958,0.489,1006.56180620077,"massive",7.10000904241334,"spawner",9.168,"gonochore"
"Plesiastrea versipora",5.9,"colonial",300,0.110446616727766,0.482433856821847,843.766049224638,"massive",4.1375,"spawner",9.3187,"gonochore"
"Pleuractis granulosa",49.671,"solitary",13.5,113.097335529233,0.274656690315685,915.687662178118,"massive",5.72565891472868,"spawner",5.937,"gonochore"
"Pleuractis gravis",51.873,"solitary",38.108,447.379792439987,0.273910488014986,913.660455835265,"massive",8.57737764968669,"spawner",6.8921,"gonochore"
"Pleuractis moluccensis",49.568,"solitary",18.29,201.061929829747,0.266410488014986,925.277650518625,"massive",7.14367678498572,"spawner",5.8478,"gonochore"
"Pleuractis paumotensis",49.637,"solitary",25,433.736135736241,0.264800488014986,925.277650518625,"massive",7.51167013463892,"spawner",5.8633,"gonochore"
"Pleuractis seychellensis",47.018,"solitary",15,61.9321009358077,0.277146690315685,924.267381982039,"massive",6.49420039878391,"spawner",5.8235,"gonochore"
"Pleuractis taiwanensis",50.015,"solitary",28,292.552961883916,0.264680488014986,925.277650518625,"massive",7.55662535699714,"spawner",5.8633,"gonochore"
"Pocillopora ankeli",33.99,"colonial",141.3,0.00636172512351933,0.288847166506161,27.328776464457,"branching",33.9362378068515,"both",7.74299999999999,"hermaphrodite"
"Pocillopora brevicornis",25.616,"colonial",156.7,0.0048779116433205,0.277140964205462,28.7438750010424,"branching",27.7797786538461,"spawner",8.32129999999999,"hermaphrodite"
"Pocillopora capitata",35.34,"colonial",106,0.000962112750161874,0.272170964205462,53.0891150010424,"branching",28.3822789397772,"spawner",8.19219999999999,"hermaphrodite"
"Pocillopora damicornis",32.5,"colonial",200,0.00636172512351933,0.286698583253081,27.610466464457,"branching",30.1299034749035,"both",7.67,"hermaphrodite"
"Pocillopora effusa",26.225,"colonial",200,0.00567450173054657,0.284300964205462,28.3307750010424,"branching",28.8613614050796,"spawner",8.13839999999999,"hermaphrodite"
"Pocillopora elegans",30.855,"colonial",109.9,0.00636172512351933,0.278327166506161,52.0069350010424,"branching",40.7416,"spawner",8.35649999999999,"hermaphrodite"
"Pocillopora fungiformis",31.327,"colonial",200,0.00441786466911065,0.290853345157843,39.3311576368401,"encrusting_long_uprights",26.5290434481839,"spawner",7.70839999999999,"hermaphrodite"
"Pocillopora grandis",11.9,"colonial",100,0.00636172512351933,0.15,55.9870281239501,"branching",33.8190476190476,"spawner",9.77,"hermaphrodite"
"Pocillopora indiania",38.295,"colonial",100,0.0103868907109313,0.281479547458542,52.0069350010424,"branching",33.8717500467072,"spawner",7.98359999999999,"hermaphrodite"
"Pocillopora inflata",26.061,"colonial",139.5,0.00567450173054656,0.274328583253081,29.1574450010423,"branching",31.5,"spawner",8.29619999999999,"hermaphrodite"
"Pocillopora kelleheri",35.82,"colonial",110.9,0.00785398163397448,0.280327166506161,51.9875350010424,"branching",35.4489524376643,"spawner",7.99209999999999,"hermaphrodite"
"Pocillopora ligulata",29.645,"colonial",50,0.0038484510006475,0.274400964205462,81.2316550010423,"branching",14.5,"spawner",7.9755,"hermaphrodite"
"Pocillopora meandrina",28.656,"colonial",100,0.00331830724035422,0.271590964205462,53.2655950010424,"branching",23.9396666666667,"spawner",8.46929999999999,"hermaphrodite"
"Pocillopora molokensis",25.934,"colonial",72.8285,0.00785398163397448,0.284188583253081,50.443416464457,"branching",24.2911019896044,"brooder",7.24659999999999,"hermaphrodite"
"Pocillopora verrucosa",70.2,"colonial",100,0.00196349540849362,0.283937166506161,42.4832251971208,"branching",40.9583908045977,"spawner",8.47339999999999,"hermaphrodite"
"Pocillopora woodjonesi",25.807,"colonial",135.6,0.00567450173054657,0.275460964205462,29.1574450010423,"branching",27.5623908738997,"spawner",8.43629999999999,"hermaphrodite"
"Pocillopora zelli",34.715,"colonial",116.55,0.00708821842466197,0.282197166506161,28.0772250010423,"branching",35.3158548057467,"spawner",7.97049999999999,"hermaphrodite"
"Podabacia crustacea",22.797,"colonial",150,0.0471435247579318,0.265277630872128,435.254410248072,"encrusting",9.8513812392343,"spawner",9.30849999999999,"gonochore"
"Podabacia kunzmanni",42.524,"solitary",81.565,36.2655815167951,0.269872868967367,878.609562103643,"laminar",14.8678679325763,"spawner",6.711,"gonochore"
"Podabacia lankaensis",23.301,"colonial",89.4374,0.128824933751266,0.265285249919747,460.060136712528,"encrusting",7.99416303995243,"spawner",8.5313,"gonochore"
"Podabacia motuporensis",57.634,"colonial",76.35,0.0510705155749191,0.255360488014986,459.573682762265,"encrusting",8.17437808582709,"spawner",8.0506,"gonochore"
"Podabacia sinai",29.302,"colonial",100,0.0433736135736241,0.261935249919747,456.654373296505,"laminar",16.1805125833726,"spawner",8.71069999999999,"gonochore"
"Polyphyllia novaehiberniae",44.399,"colonial",33.106,627.983445303936,0.276380488014986,903.618875348155,"massive",8.44809570357019,"spawner",6.3478,"gonochore"
"Polyphyllia talpina",44.399,"colonial",33.106,627.983445303936,0.276380488014986,903.618875348155,"massive",8.44809570357019,"spawner",6.3478,"gonochore"
"Porites annae",19.113,"colonial",267.1323,0.00865901475145687,0.261757630872128,197.48367951289,"digitate",23.3238121841824,"spawner",11.2324,"gonochore"
"Porites aranetai",17.777,"colonial",104.81,0.00636172512351933,0.267252868967366,237.356711465499,"digitate",26.9205184858562,"brooder",10.3926,"gonochore"
"Porites arnaudi",31.255,"colonial",211.26,0.00708821842466197,0.276188583253081,268.644860319767,"laminar",20.0747200467706,"spawner",9.7091,"gonochore"
"Porites astreoides",25.5,"colonial",55,0.01539380400259,0.262110488014986,282.748917375239,"massive",2.62790051679587,"brooder",8.8,"gonochore"
"Porites attenuata",42.741,"colonial",201.74,0.0268802521422777,0.2780362023007,257.441210978389,"branching",28.9018609210945,"spawner",9.14379999999999,"gonochore"
"Porites australiensis",20.8,"colonial",311.74,0.0143138815279185,0.265238095238095,72,"massive",12.4615384615385,"spawner",10.8268,"gonochore"
"Porites baueri",17.267,"colonial",45.58,0.0114432512407008,0.267360488014985,272.34417714973,"encrusting",19.7581640834915,"brooder",9.89559999999999,"gonochore"
"Porites bernardi",19.912,"colonial",330.3123,0.033375298604034,0.266769535634033,203.000152757402,"digitate",21.8484935332242,"spawner",11.484,"gonochore"
"Porites branneri",18.883,"colonial",102.8323,0.0201061929829747,0.267915249919747,241.708391661578,"digitate",23.1896138704764,"brooder",10.17,"gonochore"
"Porites brighami",17.946,"colonial",10,0.0122718463030851,0.268460976029971,246.373122563408,"massive",11.1271836710316,"brooder",9.4125,"gonochore"
"Porites cocosensis",19.808,"colonial",102.28,0.0122718463030851,0.267952868967366,239.624021661578,"digitate",26.3745023952398,"brooder",10.2143,"gonochore"
"Porites colonensis",16.086,"colonial",152.2521,0.0132732289614169,0.2545562023007,236.581788734748,"laminar",22.7794124973801,"brooder",9.5524,"gonochore"
"Porites columnaris",35.019,"colonial",253.5023,0.0132732289614169,0.256239535634033,217.762564590492,"columnar",5.585,"spawner",9.8217,"gonochore"
"Porites compressa",31.285,"colonial",123,0.0113097335529233,0.258787630872128,269.701412637882,"encrusting_long_uprights",18.1968474576271,"spawner",9.64,"gonochore"
"Porites cumulatus",15.54,"colonial",116.38,0.00708821842466197,0.250363821348319,225.581060002085,"branching",32.6792424183083,"brooder",9.41,"gonochore"
"Porites cylindrica",11,"colonial",1000,0.00708821842466197,0.245861916586414,213.748141293987,"encrusting_long_uprights",18.9351851851852,"spawner",8.84,"gonochore"
"Porites decasepta",16.694,"colonial",7,0.726119255267322,0.261141452220447,335.687973422196,"encrusting",16.3668882813739,"brooder",9.4807,"gonochore"
