"species","aggressiveness","coloniality","colony_max_diameter","corallite_area","egg_diameter","fecundity_polyp","growthFormClasses","growth_rate","mode_larval_development","reduced_scattering_coefficient","sexual_system","bleaching_probability"
"Agaricia humilis",18.935,"colonial",12,0.113411494794592,0.339308201658679,253.862442323593,"encrusting",9.38233686112183,"brooder",7.80289999999999,"gonochore",0.239202709955798
"Agaricia lamarcki",20.997,"colonial",11.21,0.306796157577128,0.342531058801536,296.362357183248,"laminar",4.725,"brooder",6.88839999999999,"gonochore",0.230720364592986
"Agaricia tenuifolia",20.133,"colonial",55.636,0.145220120412188,0.341423439753917,266.149237690141,"laminar",7.78088401096512,"brooder",7.02729999999999,"gonochore",0.344779261014197
"Agaricia undata",20.231,"colonial",42.1288,0.169822717880613,0.341423439753917,265.513117690141,"laminar",8.02565886697398,"brooder",7.1556,"gonochore",0.32375721902732
"Alveopora allingi",23.986,"colonial",464.88,0.0730616641500476,0.410787630872129,567.128037275421,"columnar",12.1660345304438,"spawner",10.0483,"hermaphrodite",0.542276286632184
"Alveopora catalai",23.368,"colonial",1000,0.0730616641500476,0.408765249919748,556.349581591191,"branching",29.4771197315113,"spawner",9.70359999999999,"hermaphrodite",0.690364966111171
"Alveopora daedalea",28.791,"colonial",150.3478,0.0268802521422777,0.411680488014986,613.64622680879,"columnar",11.9695426832835,"brooder",10.8,"hermaphrodite",0.409029594254639
"Alveopora excelsa",19.962,"colonial",200,0.0268802521422777,0.422540488014986,614.459609370113,"massive",9.99452355317422,"spawner",9.47509999999999,"hermaphrodite",0.426794794106406
"Alveopora fenestrata",20.096,"colonial",219.61,0.0660519855417254,0.422540488014986,614.459609370113,"massive",10.1925319511795,"spawner",9.43359999999999,"hermaphrodite",0.455461382082383
"Alveopora gigas",28.425,"colonial",419.58,0.145220120412188,0.412575249919748,562.77895541985,"columnar",11.6637777475583,"spawner",10.0912,"hermaphrodite",0.544648136531557
"Alveopora japonica",24.624,"colonial",4,0.0380132711084365,0.418836690315685,654.025245345375,"massive",8.3262841145792,"brooder",8.9776,"hermaphrodite",0.188191532589886
"Alveopora marionensis",23.725,"colonial",109.4078,0.057255526111674,0.415208107062605,585.949262418546,"massive",10.0245965728132,"brooder",9.75379999999999,"hermaphrodite",0.390264899013499
"Alveopora minuta",24.689,"colonial",10,0.00950331777710913,0.418376690315685,653.29666680879,"massive",9.96585117404043,"brooder",9.2222,"hermaphrodite",0.226251400261815
"Alveopora ocellata",18.579,"colonial",392.34,0.0143138815279185,0.407895249919748,562.554146883264,"encrusting",14.5314201640918,"spawner",9.94169999999999,"hermaphrodite",0.48603009613453
"Alveopora spongiosa",22.636,"colonial",200,0.00950331777710913,0.416558107062605,613.465502296942,"columnar",14.2656939681211,"spawner",9.99149999999999,"hermaphrodite",0.413814497679287
"Alveopora tizardi",20.745,"colonial",225.63,0.0165129963854314,0.416548107062605,614.036813760357,"encrusting",14.5844128832102,"spawner",9.90759999999999,"hermaphrodite",0.440850965973306
"Alveopora verrilliana",18.054,"colonial",210.38,0.0188691908756237,0.414890488014986,614.459609370113,"massive",11.183160829784,"spawner",9.40839999999999,"hermaphrodite",0.427689349051499
"Alveopora viridis",21.449,"colonial",247.14,0.01539380400259,0.417408107062605,614.244975223771,"columnar",13.810972361103,"spawner",9.90329999999999,"hermaphrodite",0.444465664996806
"Anacropora forbesi",42.263,"colonial",141.35,0.000962112750161874,0.391692916265404,436.707256832048,"branching",33.4945736582547,"spawner",6.54449999999999,"hermaphrodite",0.343501971835672
"Anacropora matthai",41.236,"colonial",190.4,0.00237582944427728,0.375565749759243,546.731361343896,"branching",36.0263797774396,"spawner",4.8132,"hermaphrodite",0.419602377530443
"Anacropora pillai",39.089,"colonial",171.7,0.00282743338823081,0.369045749759242,546.720211343896,"branching",36.2979883501862,"spawner",4.8141,"hermaphrodite",0.416839189044024
"Anacropora puertogalerae",39.78,"colonial",151.8,0.00331830724035422,0.396,546.709061343896,"branching",34.936827945904,"spawner",4.8699,"hermaphrodite",0.410153363787468
"Anacropora reticulata",33.842,"colonial",166.7,0.0038484510006475,0.367275749759242,534.949509758877,"branching",35.7747887611578,"spawner",4.7138,"hermaphrodite",0.426419705436939
"Anacropora spinosa",37.076,"colonial",180.7,0.0038484510006475,0.374635749759243,534.771601343896,"branching",35.6326991496411,"spawner",4.8097,"hermaphrodite",0.432322070815746
"Anacropora spumosa",40.295,"colonial",157.7,0.00282743338823081,0.369975749759242,546.720211343896,"branching",36.1799609246118,"spawner",4.9414,"hermaphrodite",0.407281963942413
"Anomastraea irregularis",25.07,"colonial",99.7881,0.145220120412188,0.327847154681652,651.139433905218,"massive",16.607324988097,"spawner",10.1865,"gonochore",0.404878724661479
"Astrangia poculata",42.499,"colonial",76.0586,0.756633937410722,0.419238583253081,1108.86876153997,"massive",7.26204544987624,"spawner",7.8031,"gonochore",0.364486948059989
"Astrea annuligera",57.851,"colonial",59.6502,0.15552847130678,0.3786,548.289962732876,"encrusting",16.0035622106202,"spawner",8.8271,"hermaphrodite",0.357133385694134
"Astrea curta",60.137,"colonial",223.15,0.52168109508267,0.367243333333333,256.601950658827,"massive",2.6,"spawner",10.2234,"hermaphrodite",0.386821850873861
"Astrea devantieri",68.1600000000001,"colonial",150,0.0962112750161874,0.319247142857143,322.55132391139,"massive",12.0272497258976,"spawner",9.2849,"hermaphrodite",0.433217895624951
"Astreopora cucullata",12.634,"colonial",274.88,0.0330063578167778,0.390959071268066,614.467525223771,"massive",11.3876596513036,"spawner",9.40559999999999,"hermaphrodite",0.466431282047474
"Astreopora expansa",19.559,"colonial",299.805,0.0380132711084365,0.409080035473528,559.893136687186,"laminar",15.0943591716999,"spawner",9.12149999999999,"hermaphrodite",0.493768688246001
"Astreopora explanata",15.028,"colonial",303.75,0.0113097335529233,0.379959071268066,561.009578346679,"laminar",18.6321473625479,"spawner",9.53319999999999,"hermaphrodite",0.467056576741562
"Astreopora gracilis",8.77200000000001,"colonial",283.57,0.0176714586764426,0.386889071268066,559.853866687186,"massive",12.495225271781,"spawner",9.49349999999999,"hermaphrodite",0.456463697969473
"Astreopora incrustans",20.657,"colonial",100,0.00502654824574367,0.412081475869466,585.138435345375,"encrusting",15.7480663377286,"spawner",9.665,"hermaphrodite",0.348274164307603
"Astreopora listeri",6.1,"colonial",282.67,0.0165129963854314,0.388099071268066,559.853866687186,"massive",12.247725271781,"spawner",9.52309999999999,"hermaphrodite",0.453053493643921
"Astreopora macrostoma",12.553,"colonial",251.54,0.045238934211693,0.386474309363305,614.413866687186,"encrusting",13.6135712528383,"spawner",9.69079999999999,"hermaphrodite",0.474282879423282
"Astreopora moretonensis",14.149,"colonial",305.82,0.041547562843725,0.380249071268066,562.121176883264,"laminar",15.4800898950811,"spawner",9.60889999999999,"hermaphrodite",0.498230850907645
"Astreopora myriophthalma",3.6,"colonial",361.19,0.0380132711084365,0.386881452220447,563.525056274551,"massive",7.75,"spawner",9.17569999999999,"hermaphrodite",0.470661509529442
"Astreopora ocellata",11.366,"colonial",261.04,0.0254469004940773,0.391039071268066,614.467525223771,"massive",11.5585901436302,"spawner",9.43639999999999,"hermaphrodite",0.455627031968958
"Astreopora randalli",15.419,"colonial",296.94,0.0132732289614169,0.396231452220447,559.135968150601,"laminar",18.1454646392363,"spawner",9.49839999999999,"hermaphrodite",0.469199129957968
"Astreopora scabra",9.15400000000002,"colonial",264.88,0.0330063578167778,0.391039071268066,614.467525223771,"massive",11.3313263179703,"spawner",9.42819999999999,"hermaphrodite",0.462734233833682
"Astreopora suggesta",12.089,"colonial",266.72,0.0143138815279185,0.389439071268066,614.413866687186,"massive",13.8077750108884,"spawner",9.51359999999999,"hermaphrodite",0.449624950790758
"Australogyra zelli",56.971,"colonial",200,0.292246656600191,0.35754858325308,165.48559470204,"branching",29.795890064632,"spawner",10.2915,"hermaphrodite",0.504326170132718
"Australophyllia wilsoni",42.75,"colonial",134.105,4.43013651541373,0.516113345157842,1284.09606607847,"massive",10.1036421453726,"spawner",8.6507,"hermaphrodite",0.420656133081845
"Balanophyllia europaea",36.203,"solitary",2,1.74366246255868,0.408751046977027,657.362400330721,"massive",1.36937734433608,"brooder",7.5349,"hermaphrodite",0.131962095745462
"Bernardpora stutchburyi",21.4,"colonial",183.89,0.0254469004940773,0.263167154681652,268.90227524425,"encrusting",16.5126109700268,"spawner",10.758,"gonochore",0.43708569463423
"Blastomussa loyae",51.232,"colonial",159.152,1.38266224708421,0.486259547458543,1095.30530644398,"massive",8.11302653737842,"spawner",8.0656,"gonochore",0.440456072800748
"Blastomussa merleti",41.175,"colonial",173.7035,0.188574099031727,0.457323345157843,1171.45842068527,"encrusting",10.9517666772522,"spawner",8.8258,"gonochore",0.453376643544619
"Blastomussa omanensis",41.175,"colonial",173.7035,0.188574099031727,0.457323345157843,1171.45842068527,"encrusting",10.9517666772522,"spawner",8.8258,"gonochore",0.453376643544619
"Blastomussa wellsi",60.16,"colonial",92.5772,1.63993100012796,0.477405726110224,1064.33388234477,"massive",9.86525837495572,"spawner",7.8483,"gonochore",0.389644069820555
"Boninastrea boninensis",56.109,"colonial",66.61,0.264207942166902,0.36507,244.691220338447,"massive",11.1921890012893,"spawner",8.7621,"hermaphrodite",0.362897954579963
"Cantharellus doederleini",34.761,"solitary",5,21.4418607346025,0.333526690315685,926.946647224204,"massive",9.57612317166936,"spawner",7.2943,"gonochore",0.12372802648402
"Cantharellus jebbi",29.52,"both",20,38.484510006475,0.330345726110224,955.183257224204,"encrusting",11.1237909998794,"spawner",8.9008,"gonochore",0.191944503836774
"Cantharellus noumeae",35.876,"both",20,314.159265358979,0.330795726110224,955.183257224204,"encrusting",11.6893240262281,"spawner",8.6025,"gonochore",0.146598943772292
"Catalaphyllia jardinei",66.738,"colonial",100,2.21670777637296,0.346474761904762,460.228293769308,"massive",9.67491543432275,"spawner",9.7484,"hermaphrodite",0.389581001496763
"Caulastraea connata",54.344,"colonial",142.9,3.97607820219958,0.3859,164.613937971117,"massive",7.69928581923042,"spawner",10.6669,"hermaphrodite",0.41337181498504
"Caulastraea curvata",55.491,"colonial",100,0.924590352905561,0.366621916586414,191.458465973464,"branching",27.4368354819646,"spawner",10.0074,"hermaphrodite",0.415933080013643
"Caulastraea echinulata",55.575,"colonial",142.2,1.05683176866761,0.38501,163.311685531398,"massive",7.0769051773054,"spawner",10.7376,"hermaphrodite",0.416117404489973
"Caulastraea furcata",54.745,"colonial",500,0.785398163397448,0.360578095238095,180.909828174063,"massive",7.42011422329823,"spawner",11.3538,"hermaphrodite",0.556250193448476
"Caulastraea tumida",55.7010000000001,"colonial",100,3.14159265358979,0.384362380952381,168.785545168671,"massive",8.04611475039755,"spawner",11.79,"hermaphrodite",0.378120741181829
"Cladocora arbuscula",35.928,"colonial",107.176,0.0551545860245858,0.404927654521147,1050.92783048919,"branching",25.3959811327797,"spawner",8.1133,"gonochore",0.41326314279742
"Cladocora caespitosa",34.135,"colonial",50,0.0989798035421634,0.409740035473528,1158.34501388265,"massive",3.46,"spawner",8.0246,"gonochore",0.304701652303284
"Coelastrea aspera",56.236,"colonial",500,0.785398163397448,0.372,272.549019607843,"massive",4.01304347826087,"spawner",9.73,"hermaphrodite",0.500573766221791
"Coelastrea palauensis",57.753,"colonial",20,1.62860163162095,0.39967,372.904073311628,"massive",9.57889135298528,"spawner",7.4116,"hermaphrodite",0.251440381539871
"Coeloseris mayeri",24.5,"colonial",502.8855,0.785398163397448,0.329511100706193,259.753080824003,"massive",8.07723191123019,"spawner",5.94,"gonochore",0.587436406443451
"Colpophyllia natans",17.6,"colonial",200,0.916088417786784,0.483372857142857,1309.89942510217,"massive",11.7447422680412,"spawner",10.942,"hermaphrodite",0.478806865273261
"Coscinaraea columna",25.94,"colonial",65.0523,0.177205460616549,0.30830239277689,673.749086953651,"massive",12.3887366616198,"spawner",9.8,"gonochore",0.359854274672304
"Coscinaraea crassa",22.589,"colonial",69.9872,0.785398163397448,0.3078062023007,676.589551323417,"encrusting",10.3314325363354,"spawner",9.7381,"gonochore",0.361607220227888
"Coscinaraea exesa",32.559,"colonial",77.5822,0.148616967468882,0.308465249919747,651.105175368633,"columnar",13.0200290531767,"spawner",10.215,"gonochore",0.375595720636772
"Coscinaraea hahazimaensis",23.528,"colonial",69.2901,0.0490873852123405,0.311534773729271,622.631835490237,"massive",10.3648365295427,"spawner",10.2586,"gonochore",0.352205897894604
"Coscinaraea marshae",23.643,"colonial",68.2346,0.135265198691126,0.305297630872128,651.420653905218,"encrusting",13.866912117525,"spawner",9.846,"gonochore",0.365008124351684
"Coscinaraea mcneilli",22.798,"colonial",58.5646,0.196349540849362,0.302177630872128,719.303214392328,"encrusting",13.427018304024,"spawner",10.4698,"gonochore",0.351134718388247
"Coscinaraea monile",31.044,"colonial",57.2633,0.196349540849362,0.313423833172828,691.648117075255,"massive",9.09746671753666,"spawner",6.26,"gonochore",0.356781860135247
"Craterastrea levis",23.57,"colonial",117.7879,0.0973738606475565,0.30403239277689,616.087558904176,"laminar",22.5300060471967,"spawner",10.5788,"gonochore",0.423450274067274
"Ctenactis albitentaculata",46.428,"solitary",25.5774,530.929158456675,0.304902868967367,862.090827129251,"massive",8.48534022343461,"spawner",6.8231,"gonochore",0.154138560450979
"Ctenactis crassa",46.462,"solitary",25.5774,437.435361085843,0.304902868967367,862.090827129251,"massive",8.48534022343461,"spawner",6.8231,"gonochore",0.158722094001765
"Ctenactis echinata",46.314,"solitary",18.8124,633.470742669846,0.303292868967367,862.090827129251,"massive",8.51042704514004,"spawner",6.8064,"gonochore",0.130722685796209
"Ctenella chagius",57.7,"colonial",59.57,2.50723323289806,0.39936,754.807014743528,"massive",7.11521985870223,"brooder",8.3637,"gonochore",0.32994564653249
"Cycloseris costulata",44.324,"solitary",8,41.85386812745,0.301200488014986,887.50552110686,"massive",6.54708342664613,"spawner",6.5525,"gonochore",0.13895895661575
"Cycloseris curvata",47.291,"solitary",9,47.7836242611008,0.301780488014986,910.273682570275,"massive",6.22729683566062,"spawner",5.83,"gonochore",0.145364161838777
"Cycloseris cyclolites",41.738,"solitary",40,9.34820163983813,0.301940488014986,918.544557983952,"massive",6.9609632180578,"spawner",6.7461,"gonochore",0.280064434092254
"Cycloseris distorta",42.488,"solitary",4,12.5663706143592,0.301122868967367,906.589167983952,"massive",7.14117072137278,"spawner",6.6836,"gonochore",0.126161878421395
"Cycloseris explanulata",34.73,"solitary",92.9024,0.122541748444087,0.280000011824509,627.81045666262,"laminar",16.2739199241399,"spawner",8.2827,"gonochore",0.400355202103586
"Cycloseris fragilis",42.488,"solitary",7,18.0955736846772,0.301200488014986,906.589167983952,"massive",6.92412731052006,"spawner",6.6026,"gonochore",0.147166975178145
"Cycloseris hexagonalis",41.635,"solitary",9,6.40180006480669,0.301200488014986,906.589167983952,"massive",6.84721547861472,"spawner",6.6026,"gonochore",0.179515112890833
"Cycloseris mokai",39.014,"solitary",10,0.237582944427728,0.280005249919748,657.241751420454,"massive",7.38320785385583,"spawner",7.2397,"gonochore",0.226562284166167
"Cycloseris sinensis",42.488,"solitary",11.275,22.9446415804471,0.301200488014986,906.589167983952,"massive",6.92412731052006,"spawner",6.6026,"gonochore",0.169421113210723
"Cycloseris somervillei",48.131,"solitary",13,111.313715935111,0.301200488014986,887.50552110686,"massive",6.29129759281926,"spawner",6.5138,"gonochore",0.146142910771443
"Cycloseris tenuis",42.629,"solitary",17.583,15.7632552986521,0.301200488014986,906.589167983952,"massive",6.8763575430782,"spawner",6.6091,"gonochore",0.20560005089509
"Cycloseris vaughani",42.629,"solitary",11.75,26.8782886468692,0.301200488014986,931.30916110686,"massive",6.68638389966735,"spawner",6.5422,"gonochore",0.168999630904527
"Cycloseris wellsi",30.763,"solitary",102.4012,0.0397607820219958,0.271500011824509,625.969512637882,"laminar",16.45585907012,"spawner",8.9483,"gonochore",0.39466533355202
"Cynarina lacrymalis",92.9,"solitary",37.925,56.7450173054656,0.527269547458542,1471.49265763684,"massive",10.0306010285717,"spawner",7.4963,"hermaphrodite",0.238982623470154
"Cynarina macassarensis",69.8609999999999,"solitary",4.5,42.2749815402537,0.527698130711623,1459.53726763684,"massive",10.0150504012971,"spawner",7.3785,"hermaphrodite",0.107270275934136
"Cyphastrea agassizi",25.607,"colonial",448.2566,0.0254469004940773,0.435583422536027,759.776433492583,"massive",6.66750983697297,"spawner",10.9186,"hermaphrodite",0.462433105708006
"Cyphastrea chalcidicum",23.2,"colonial",100,0.0380132711084365,0.426934761904762,760.869941785266,"massive",5.96017795396079,"spawner",9.64,"hermaphrodite",0.357428919094442
"Cyphastrea decadia",31.847,"colonial",258.5983,0.0490873852123405,0.436027243884346,732.878472759486,"branching",25.7126726731409,"spawner",9.9248,"hermaphrodite",0.503483308232086
"Cyphastrea hexasepta",26.27,"colonial",345.7666,0.00567450173054656,0.433405803488408,712.782572637882,"massive",10.4050615485801,"spawner",10.9796,"hermaphrodite",0.422037035951291
"Cyphastrea japonica",27.628,"colonial",274.9188,0.0226980069221863,0.440311041583646,740.810932029168,"massive",7.25132943594392,"spawner",10.4222,"hermaphrodite",0.428020371545729
"Cyphastrea microphthalma",27.1,"colonial",182.1968,0.0363050301030471,0.452512380952381,758.44634324868,"massive",6.78464818334997,"spawner",6.37,"hermaphrodite",0.419844646535846
"Cyphastrea ocellina",28.046,"colonial",278.758,0.0380132711084365,0.441053422536027,766.685681153989,"massive",3.255,"brooder",10.2674,"hermaphrodite",0.383176926108935
"Cyphastrea serailia",25.117,"colonial",258.0698,0.0283528736986479,0.441171041583646,789.530747713399,"massive",4.93333333333333,"spawner",10.3646,"hermaphrodite",0.40314646608206
"Danafungia horrida",72.8849999999999,"solitary",20,326.851299679482,0.21,875.306585618707,"massive",7.15692963630203,"spawner",6.5758,"gonochore",0.149095026802628
"Danafungia scruposa",76.6,"solitary",24,96.7689077121996,0.289893345157843,890.98363588926,"massive",5.22912600752527,"spawner",6.2204,"gonochore",0.1875471272252
"Dendrogyra cylindrus",36.913,"colonial",200,0.0829576810088555,0.414567731899332,1113.62504048919,"columnar",18.7146923076923,"spawner",6.75,"gonochore",0.488369390220344
"Dichocoenia stokesii",40.4,"colonial",55,0.496391274221272,0.422164785553781,1194.96415605182,"massive",6.83718664094944,"spawner",8.19570000000001,"gonochore",0.3347197596404
"Dichopsammia granulosa",34.73,"colonial",187.4,0.257536573817463,0.373193505307593,579.353474250246,"laminar",17.073157456795,"spawner",9.11609999999999,"gonochore",0.481907484062346
"Diploastrea heliopora",34.383,"colonial",700,0.502654824574367,0.480533821348319,1199.18925466697,"massive",2.43239285714286,"spawner",8.7,"gonochore",0.472299376142243
"Diploria labyrinthiformis",34.7,"colonial",32.33,0.200296166620434,0.474181928410923,1343.09780205373,"massive",3.96824175824176,"spawner",3.39,"hermaphrodite",0.333845499354517
"Dipsastraea albida",62.294,"colonial",87.89,0.817128249198705,0.392783333333333,446.985991453237,"massive",9.39889141568438,"spawner",7.5809,"hermaphrodite",0.387691455810326
"Dipsastraea amicorum",57.8480000000001,"colonial",130.35,0.723822947387088,0.367533333333333,221.310308122151,"massive",9.20908199562289,"spawner",9.3157,"hermaphrodite",0.421788003583538
"Dipsastraea danai",61.337,"colonial",70.09,0.502654824574367,0.390063333333333,452.534746353154,"massive",9.0740726582534,"spawner",7.4512,"hermaphrodite",0.366827310766139
"Dipsastraea faviaformis",49.419,"colonial",20,1.87476505098379,0.516470511664004,1202.24288217534,"massive",8.70444993229347,"spawner",7.8922,"hermaphrodite",0.247605223990617
"Dipsastraea favus",53.1,"colonial",37,0.534561624962388,0.43,1200,"massive",6.66607463822353,"spawner",3.98,"hermaphrodite",0.339973587336455
"Dipsastraea helianthoides",62.134,"colonial",76.39,0.453645979178366,0.391603333333333,448.631083034168,"massive",9.68348958278812,"spawner",7.2774,"hermaphrodite",0.377797544456233
"Dipsastraea lacuna",58.977,"colonial",100,0.483981983239593,0.364173333333333,220.32690665187,"massive",8.25746485603466,"spawner",10.8536,"hermaphrodite",0.388780383384928
"Dipsastraea laddi",56.21,"colonial",51.1,0.297057220351,0.37016,338.79653631093,"massive",9.32659871826843,"spawner",8.6415,"hermaphrodite",0.336185510466388
"Dipsastraea laxa",61.443,"colonial",64.83,0.180955736846772,0.38775,462.30974407808,"massive",9.36787222017669,"spawner",7.3886,"hermaphrodite",0.3607534623509
"Dipsastraea lizardensis",63.373,"colonial",100,1.39975624176102,0.40336,476.583444109513,"massive",9.54733052236318,"spawner",8.4985,"hermaphrodite",0.395385120416146
"Dipsastraea maritima",59.5940000000001,"colonial",132.6,2.08672438033068,0.38461,170.777376698917,"massive",8.54638620367289,"spawner",10.1763,"hermaphrodite",0.415523994155293
"Dipsastraea marshae",31.713,"colonial",60,1.98556509688509,0.406872380952381,558.273788922652,"massive",5.53643441605235,"spawner",6.0538,"hermaphrodite",0.337159206477682
"Dipsastraea matthaii",61.016,"colonial",83.96,1.0028749148422,0.393013333333333,462.985991453237,"massive",10.9313171694835,"spawner",7.767,"hermaphrodite",0.385747706377005
"Dipsastraea maxima",58.986,"colonial",144.45,5.30929158456675,0.38869,401.188122403626,"massive",8.43734388961209,"spawner",9.5378,"hermaphrodite",0.417455866457756
"Dipsastraea pallida",82.4,"colonial",95.6833,0.567450173054656,0.395643333333333,479.296701994343,"massive",5.26296296296296,"spawner",6.49,"hermaphrodite",0.379569257657795
"Dipsastraea rosaria",62.42,"colonial",100,0.465662571078347,0.361933333333333,190.461241402756,"encrusting",12.4477665275948,"spawner",10.1973,"hermaphrodite",0.402941471329939
"Dipsastraea rotumana",62.014,"colonial",101.38,1.03868907109313,0.373823333333333,196.389287625313,"massive",13.1392233216439,"spawner",8.96199999999999,"hermaphrodite",0.406846971613253
"Dipsastraea speciosa",63.122,"colonial",75,0.594467869875529,0.393693333333333,456.260501257158,"massive",7.92962962962963,"spawner",7.671,"hermaphrodite",0.367552802404812
"Dipsastraea truncata",64.592,"colonial",94.83,0.746619129079699,0.393843333333333,446.532942795048,"massive",9.32196795441165,"spawner",7.3858,"hermaphrodite",0.396344445486237
"Dipsastraea veroni",57.075,"colonial",203.8,1.4848934026733,0.38769,201.764368458227,"massive",7.40954657487039,"spawner",12.41,"hermaphrodite",0.456257516983951
"Dipsastraea vietnamensis",57.288,"colonial",182.05,0.701380194868006,0.364893333333333,269.732201707603,"massive",6.43187277710118,"spawner",10.7724,"hermaphrodite",0.435518864773694
"Duncanopsammia axifuga",34.273,"colonial",217.7466,0.580880481648753,0.385530427757832,621.057386836136,"branching",24.2709404683992,"spawner",8.4624,"gonochore",0.52061741210638
"Echinomorpha nishihirai",67.4259999999999,"both",26.2278,104.774078492628,0.525364333012322,1499.03447763684,"encrusting",12.5692966401675,"spawner",8.0621,"hermaphrodite",0.192416281786792
"Echinophyllia aspera",72.4,"colonial",109.768,0.762012933082289,0.477471464044956,1209.68134773797,"laminar",13.8273708097402,"spawner",5.64,"hermaphrodite",0.438498835587454
"Echinophyllia costata",63.7109999999999,"colonial",80,0.188574099031727,0.490858130711623,1163.77250588239,"laminar",13.9449602345494,"spawner",8.2419,"hermaphrodite",0.385438474916454
"Echinophyllia echinata",66.0839999999999,"colonial",86.158,1.21738678822013,0.510188130711623,1186.18413773797,"laminar",13.2575433501658,"spawner",7.6545,"hermaphrodite",0.392800272358241
"Echinophyllia echinoporoides",59.5773333333333,"colonial",134.394,0.132025431267111,0.485309547458542,1163.77250588239,"encrusting",10.9339057369791,"spawner",8.8996,"hermaphrodite",0.423799547666283
"Echinophyllia orpheensis",60.525,"colonial",50,0.793271779985508,0.500773844997337,1252.47637351715,"massive",9.08907379783859,"spawner",8.3005,"hermaphrodite",0.330760530263496
"Echinophyllia patula",63.1899999999999,"colonial",131.363,0.278050584796782,0.488229547458542,1135.54265429738,"laminar",14.3490548463665,"spawner",7.9683,"hermaphrodite",0.440386241198185
"Echinophyllia pectinata",61.581,"colonial",59.1728,0.924590352905561,0.492400047298037,1280.01819351715,"encrusting",11.6338598659481,"spawner",9.1604,"hermaphrodite",0.347871895446455
"Echinopora ashmorensis",68.159,"colonial",200,0.177205460616549,0.313764761904762,500.799847422367,"encrusting_long_uprights",13.8655392660409,"spawner",9.81889999999999,"hermaphrodite",0.475596624842282
"Echinopora forskaliana",62.624,"colonial",321.31,0.200296166620434,0.325579523809523,528.7766124958,"massive",10.310673360414,"spawner",13.76,"hermaphrodite",0.513080416906416
"Echinopora fruticulosa",69.808,"colonial",200,0.141862543263664,0.322863345157842,495.34961822716,"branching",28.1099718174518,"spawner",9.3775,"hermaphrodite",0.496068526804665
"Echinopora gemmacea",89.3,"colonial",252.845,0.101787601976309,0.314422380952381,501.404211153989,"laminar",14.8133721368566,"spawner",8.93,"hermaphrodite",0.497657035982075
"Echinopora grandicula",64.739,"colonial",234.93,0.306199451322487,0.316894761904762,470.292781373325,"encrusting",10.3859679802628,"spawner",10.7442,"hermaphrodite",0.484406766050109
"Echinopora hirsutissima",64.375,"colonial",267.78,0.122541748444087,0.321144761904762,470.776083079948,"massive",10.4594738782671,"spawner",10.3911,"hermaphrodite",0.486151635229804
"Echinopora horrida",58.527,"colonial",500,0.0380132711084365,0.303594761904762,481.815683817132,"encrusting_long_uprights",13.5645820393481,"spawner",10.6089,"hermaphrodite",0.537309271580037
"Echinopora irregularis",62.847,"colonial",240.96,0.0730616641500476,0.328803345157842,494.432750761832,"digitate",18.3900477157521,"spawner",10.3923,"hermaphrodite",0.492116800133382
"Echinopora lamellosa",51.5,"colonial",500,0.0637939658219577,0.25,482.037165523754,"laminar",15.5528465788521,"spawner",10.864,"hermaphrodite",0.561452774213436
"Echinopora mammiformis",57.671,"colonial",500,0.441786466911065,0.32968295817006,665.399990768699,"encrusting_long_uprights",12.8517718243745,"spawner",11.5982,"hermaphrodite",0.591096132617394
"Echinopora pacificus",72.89,"colonial",323,0.0989798035421634,0.307522380952381,473.093863959215,"laminar",15.7655796358087,"spawner",10.9565,"hermaphrodite",0.523861900656342
"Echinopora robusta",61.874,"colonial",330.2,0.321699087727595,0.318381904761905,529.62581627733,"massive",9.21878294954937,"spawner",11.8605,"hermaphrodite",0.514708219659663
"Echinopora taylorae",77.1050000000001,"colonial",183.1823,0.101787601976309,0.320732380952381,500.92405530033,"laminar",15.0111463315631,"spawner",8.07,"hermaphrodite",0.466606742011359
"Echinopora tiranensis",63.123,"colonial",233.96,0.068349275169663,0.330033345157842,496.700060957911,"digitate",18.4140477157521,"spawner",10.1533,"hermaphrodite",0.48787009864525
"Enigmopora darveliensis",27.579,"colonial",245.075,0.0524944424451588,0.432083404280389,576.619002074213,"branching",34.3866452217045,"spawner",9.56089999999999,"hermaphrodite",0.506590468257508
"Erythrastrea flabellata",55.284,"colonial",100,1.13097335529233,0.38565,163.536197116416,"massive",7.85094376404978,"spawner",10.7627,"hermaphrodite",0.385133237793854
"Euphyllia ancora",64.5469999999999,"colonial",100,7.30616641500476,0.41768,888.626126545103,"massive",8.43166868825551,"spawner",8.4396,"gonochore",0.373762289255001
"Euphyllia cristata",65.7189999999999,"colonial",12,3.97607820219958,0.400328583253081,741.864850840394,"massive",7.02348595470221,"brooder",7.8387,"gonochore",0.200926835826439
"Euphyllia divisa",68.8659999999999,"colonial",100,3.80132711084365,0.40627,693.806245277767,"massive",8.53509878531257,"spawner",8.24289999999999,"gonochore",0.383541562774914
"Euphyllia glabrescens",65.6269999999999,"colonial",61.14,1.43138815279185,0.40068,753.820240840394,"massive",7.53430466119819,"brooder",7.75,"gonochore",0.341811494702907
"Euphyllia paraancora",65.6289999999999,"colonial",113.66,6.83492751696629,0.42088,888.626126545103,"massive",8.5374983141543,"spawner",8.35919999999999,"gonochore",0.389964743250688
