"species","aggressiveness","coloniality","colony_max_diameter","corallite_area","egg_diameter","fecundity_polyp","growthFormClasses","growth_rate","mode_larval_development","reduced_scattering_coefficient","sexual_system","bleaching_probability"
"Euphyllia paradivisa",63.7259999999999,"colonial",63.5078,12.8824933751266,0.41335,967.208541715574,"massive",7.88018436352211,"brooder",8.4428,"gonochore",0.313711049270859
"Euphyllia paraglabrescens",66.8679999999999,"colonial",146.725,20.4282062299676,0.41905,888.85769349667,"massive",8.63476853511201,"spawner",8.19139999999999,"gonochore",0.403590126854917
"Euphyllia yaeyamaensis",65.6289999999999,"colonial",113.66,4.98759249683916,0.41353,888.626126545103,"massive",8.5374983141543,"spawner",8.22669999999999,"gonochore",0.394607495111066
"Eusmilia fastigiata",12.6,"colonial",250,2.9864765163188,0.411604285714286,1164.6208444668,"massive",7.92291702739799,"spawner",8.5969,"gonochore",0.487128562363781
"Favia fragum",18.4,"colonial",5,0.196349540849362,0.480045726110224,1288.62501576079,"massive",5.10535848701825,"brooder",9.98,"hermaphrodite",0.189379955328968
"Favia gravida",34.7488333333333,"colonial",16.6169,11.863312023616,0.524739547458542,1574.46069173605,"massive",6.46724980523276,"brooder",8.2029,"hermaphrodite",0.20176308061065
"Favia leptophylla",25.1403333333333,"colonial",100,0.453645979178366,0.475967619047619,1287.02840263788,"massive",6.18834322232262,"spawner",11.4529,"hermaphrodite",0.376512822279803
"Favites abdita",39.3,"colonial",100,0.994019550549896,0.393453333333333,531.297825803832,"massive",0.8,"spawner",3.84,"hermaphrodite",0.288566554228447
"Favites acuticollis",30.224,"colonial",61.1078,0.502654824574367,0.384635714285714,511.349955184163,"massive",9.29108778206376,"spawner",7.097,"hermaphrodite",0.356672241991681
"Favites chinensis",38.764,"colonial",89.6,0.785398163397448,0.385253333333334,438.094463312201,"massive",10.8908223632042,"spawner",7.6659,"hermaphrodite",0.393903373951701
"Favites colemani",31.25,"colonial",40,0.278050584796782,0.376602380952381,492.948501155338,"encrusting",10.7710847629883,"spawner",8.1531,"hermaphrodite",0.319667425294107
"Favites complanata",30.961,"colonial",70.4078,1.41026094219646,0.403372380952381,420.196290189293,"massive",8.87186255926093,"spawner",6.4339,"hermaphrodite",0.367461464951067
"Favites flexuosa",24.5,"colonial",78.5311,2.01061929829747,0.403132380952381,420.196290189293,"massive",8.598900779575,"spawner",7.2095,"hermaphrodite",0.369501914317554
"Favites halicora",33.087,"colonial",73.6311,1.4957122623741,0.404212380952381,552.008818577624,"massive",5.73159870340972,"spawner",4.8,"hermaphrodite",0.373622504161869
"Favites magnistellata",55.617,"colonial",200,0.580880481648753,0.374913333333333,383.493504072643,"massive",10.1914265071332,"spawner",10.5031,"hermaphrodite",0.470670829559138
"Favites melicerum",30.097,"colonial",59.9078,0.412824909635784,0.384635714285714,507.446291865177,"massive",9.18145769382513,"spawner",7.1072,"hermaphrodite",0.355072293329216
"Favites micropentagonus",54.456,"colonial",50,0.141862543263664,0.37143,316.690688940473,"massive",9.45160398248389,"spawner",8.7446,"hermaphrodite",0.334099100931099
"Favites paraflexuosus",51.889,"colonial",60,1.39975624176102,0.40274,491.060945141122,"massive",10.6699977232262,"spawner",7.494,"hermaphrodite",0.349821569614531
"Favites pentagona",53.6,"colonial",100,0.297057220351,0.36474,124.029239340356,"massive",8.24575564604726,"spawner",9.9142,"hermaphrodite",0.388822392460346
"Favites rotundata",28.867,"colonial",88.0078,2.74645883758454,0.405252380952381,420.196290189293,"massive",8.61920755409472,"spawner",6.9721,"hermaphrodite",0.379714407861507
"Favites spinosa",31.158,"colonial",54.1078,0.352565235549115,0.383205714285714,489.971823716661,"massive",7.86009428822513,"spawner",7.5869,"hermaphrodite",0.340433864971789
"Favites stylifera",55.502,"colonial",243.75,0.273397100678652,0.368092380952381,359.262316116118,"massive",8.32120940998499,"spawner",11.6933,"hermaphrodite",0.473771868190893
"Favites valenciennesi",24.5,"colonial",87.0811,0.601320468851171,0.383465714285714,429.470799993214,"massive",8.73097645618112,"spawner",8.174,"hermaphrodite",0.382695524657018
"Favites vasta",28.653,"colonial",88.2078,1.76714586764426,0.403372380952381,420.196290189293,"massive",8.41900130409472,"spawner",6.8767,"hermaphrodite",0.383806486207621
"Fungia fungites",100,"solitary",28,196.066797510539,0.300798107062605,984.790820475583,"massive",2,"spawner",4.65,"gonochore",0.171812836592559
"Galaxea acrhelia",67.036,"colonial",200,0.200296166620434,0.377228660631265,641.406032763574,"branching",28.0812966277054,"spawner",8.41689999999999,"gonochore",0.503542694627984
"Galaxea astreata",78,"colonial",200,0.0989798035421634,0.382548660631265,648.610826788311,"massive",9.42180773320882,"spawner",8.48999999999999,"gonochore",0.45238517233451
"Galaxea cryptoramosa",60.1839999999999,"colonial",30,0.152053084433746,0.371965726110224,679.74543403091,"branching",25.515311630747,"brooder",7.8891,"gonochore",0.29693514369451
"Galaxea fascicularis",85.7,"colonial",500,0.534561624962388,0.386931041583646,657.507519259464,"massive",9.5704549118222,"spawner",8.06,"gonochore",0.579485430765667
"Galaxea horrescens",58.225,"colonial",200,0.057255526111674,0.368838660631265,642.271779715141,"branching",27.9623455035627,"brooder",8.59089999999999,"gonochore",0.482511386651112
"Galaxea longisepta",66.264,"colonial",15,0.297057220351,0.374067142857143,687.665783300592,"encrusting",9.97968889665211,"brooder",8.39599999999999,"gonochore",0.245632742536895
"Galaxea paucisepta",57.834,"colonial",249.9628,0.059395736106932,0.361458660631265,649.694909593537,"encrusting",11.4565997492886,"spawner",9.14679999999999,"gonochore",0.472386783943372
"Gardineroseris planulata",33.9,"colonial",142.7973,0.0804247719318987,0.335001523167503,182.961875250422,"massive",8.964,"spawner",7.3466,"gonochore",0.42125714815777
"Goniastrea columella",56.107,"colonial",66.79,1.59484914554894,0.387,267.168374462225,"massive",9.50730290537093,"spawner",8.7904,"hermaphrodite",0.352093319726413
"Goniastrea edwardsi",58.938,"colonial",100,0.110446616727766,0.35386,129.942488969985,"massive",9.8625,"spawner",9.79019999999999,"hermaphrodite",0.389371068678966
"Goniastrea favulus",58.736,"colonial",141.25,0.259672267773281,0.359160964205461,95.1566951566951,"massive",4.09761904761905,"spawner",9.76499999999999,"hermaphrodite",0.382071511863206
"Goniastrea minuta",64.308,"colonial",106.45,0.204282062299676,0.35878,133.321044035774,"massive",17.4325989600461,"spawner",9.36279999999999,"hermaphrodite",0.416321356613738
"Goniastrea pectinata",59.8,"colonial",123.6,0.785398163397448,0.366083333333333,228.47996487486,"massive",8.35997654303942,"spawner",10.7797,"hermaphrodite",0.410027784377836
"Goniastrea ramosa",56.634,"colonial",30,0.19244218498646,0.36675,233.62749530311,"encrusting_long_uprights",14.0074524242778,"spawner",8.10939999999999,"hermaphrodite",0.298994130059036
"Goniastrea retiformis",59.047,"colonial",100,0.196349540849362,0.371,45.818,"massive",6.96785714285714,"spawner",11.03,"hermaphrodite",0.37918062244429
"Goniastrea stelligera",64.5,"colonial",96.3,0.135265198691126,0.3645,105.601315620792,"massive",10,"spawner",8.67259999999999,"hermaphrodite",0.390660576806531
"Goniastrea thecata",52.721,"colonial",100,0.508957644835632,0.383023333333333,440.298116575883,"massive",8.83177556644251,"spawner",8.6681,"hermaphrodite",0.394990685762864
"Goniopora albiconus",18.464,"colonial",100,0.0471435247579318,0.259807154681652,241.151996829268,"encrusting",16.5437797968838,"spawner",11.0254,"gonochore",0.392086721493996
"Goniopora burgosi",8.46300000000001,"colonial",336.77,0.0188691908756237,0.234390964205462,218.817574220816,"massive",15.4749635645781,"spawner",9.49820000000001,"gonochore",0.485110183678966
"Goniopora cellulosa",11.353,"colonial",299.47,0.0829576810088555,0.241553345157843,217.506534220816,"massive",15.7239413761852,"spawner",9.60180000000001,"gonochore",0.51330041824548
"Goniopora ciliatus",28.33,"colonial",500,0.0881413088872786,0.261774297538795,228.306996664623,"columnar",12.8680012823428,"spawner",10.8758,"gonochore",0.557982849912052
"Goniopora columna",32.658,"colonial",311.975,0.0804247719318987,0.265564297538795,217.200072635798,"columnar",12.6749188368204,"spawner",10.7708,"gonochore",0.504118078406004
"Goniopora diminuta",33.886,"colonial",30,0.0989798035421634,0.482301928410923,1300.58040576079,"massive",5.40205389236381,"brooder",8.9973,"hermaphrodite",0.286398512717276
"Goniopora djiboutiensis",31.612,"colonial",259.25,0.122541748444087,0.267131916586414,271.660385684231,"columnar",12.3942497202151,"spawner",10.7351,"gonochore",0.491688309433784
"Goniopora eclipsensis",30.468,"colonial",231.995,0.0510705155749191,0.265549535634033,271.635822757401,"columnar",12.0314010211925,"spawner",10.4999,"gonochore",0.462047149274735
"Goniopora fruticosa",18.73,"colonial",186.5,0.057255526111674,0.263167154681652,268.90227524425,"encrusting",16.2695014868294,"spawner",10.7594,"gonochore",0.455251615986804
"Goniopora lobata",49.761,"colonial",271.7,0.0962112750161874,0.272781916586414,243.851493612102,"columnar",12.3010001534229,"spawner",11.0567,"gonochore",0.491544980181935
"Goniopora norfolkensis",21.026,"colonial",194.93,0.029864765163188,0.262259535634033,268.92214524425,"encrusting",16.4035735352943,"spawner",10.8331,"gonochore",0.446065567506368
"Goniopora paliformis",21.083,"colonial",212.6228,0.0363050301030471,0.409414975783678,587.071597440762,"massive",13.7235900738982,"spawner",8.8084,"gonochore",0.45544804401661
"Goniopora palmensis",31.17,"colonial",237.475,0.0330063578167778,0.295730011824509,299.10020385531,"massive",12.377315665297,"spawner",10.5389,"gonochore",0.455492048972607
"Goniopora pandoraensis",30.977,"colonial",295.345,0.0433736135736241,0.262904297538795,216.968505684231,"columnar",12.464668836234,"spawner",10.5832,"gonochore",0.483238200936996
"Goniopora pearsoni",18.557,"colonial",200,0.059395736106932,0.266261916586414,272.180323976914,"massive",12.536041734717,"spawner",9.7493,"gonochore",0.453850785644026
"Goniopora pedunculata",21.022,"colonial",191,0.0314159265358979,0.263167154681652,268.92214524425,"encrusting",16.8033367622531,"spawner",10.7543,"gonochore",0.446173378838279
"Goniopora pendulus",15.836,"colonial",269.0674,0.184745282985165,0.266195249919747,271.975864220816,"massive",14.0449768652289,"spawner",9.9599,"gonochore",0.50981060202401
"Goniopora planulata",30.468,"colonial",230.495,0.0433736135736241,0.265549535634033,271.635822757401,"columnar",12.0763610211925,"spawner",10.4208,"gonochore",0.458085386651712
"Goniopora polyformis",27.3,"colonial",283.5424,0.216475368786422,0.283080976029971,180.457624024738,"digitate",20.412111859188,"spawner",11.7773,"gonochore",0.533833396504309
"Goniopora savignyi",92.9,"colonial",296.075,0.029864765163188,0.278981440395938,193.313341810527,"columnar",15.186185593173,"spawner",11.2511,"gonochore",0.483224826331345
"Goniopora somaliensis",18.73,"colonial",200,0.0551545860245858,0.262259535634033,268.92214524425,"encrusting",16.2035014868294,"spawner",10.7973,"gonochore",0.461470844911334
"Goniopora stokesi",33.179,"colonial",10,0.107521008569111,0.279538107062605,300.64434958667,"columnar",11.4959846415843,"brooder",9.8816,"gonochore",0.223663366209617
"Goniopora sultani",34.607,"colonial",256.2245,0.430084034276443,0.271057630872128,317.706653490499,"columnar",10.8163582975188,"spawner",10.622,"gonochore",0.499804935265152
"Goniopora tantillus",28.582,"colonial",170.13,0.0471435247579318,0.396286791342889,636.026642908435,"encrusting",10.3878526742585,"spawner",8.4638,"gonochore",0.429478133506895
"Goniopora tenella",19.343,"colonial",179.8,0.0471435247579318,0.263167154681652,268.90227524425,"encrusting",16.1295420098706,"spawner",10.7356,"gonochore",0.447524067196624
"Goniopora tenuidens",17.677,"colonial",257.27,0.117860971739779,0.265887630872128,271.975864220816,"massive",14.5157286450147,"spawner",9.9059,"gonochore",0.499036597799864
"Gyrosmilia interrupta",63.9559999999999,"colonial",50,0.407150407905237,0.384973345157843,783.315507399804,"massive",6.72987947979737,"brooder",8.2933,"gonochore",0.326994640443517
"Halomitra clavator",69.8049999999999,"colonial",50.9933,0.177205460616549,0.276844309363305,684.838735348154,"massive",6.2676762475858,"spawner",7.24249999999999,"gonochore",0.331476472903916
"Halomitra pileus",81.4,"colonial",60,0.101787601976309,0.276766690315685,683.544858396587,"massive",6.35573550571173,"spawner",7.29409999999999,"gonochore",0.341601840556583
"Heliofungia actiniformis",50.58,"solitary",20,158.367685667461,0.302120488014986,900.421874229767,"massive",5.76,"spawner",6.1747,"gonochore",0.165431462508816
"Heliofungia fralinae",48.046,"solitary",18.105,63.6172512351933,0.301200488014986,887.50552110686,"massive",6.47081036311709,"spawner",6.4437,"gonochore",0.178867452650051
"Helioseris cucullata",10.1,"colonial",24,0.057255526111674,0.319353416104898,263.744152689099,"laminar",12.7570369494798,"brooder",5.62,"gonochore",0.29613359163716
"Herpolitha limax",43.307,"colonial",43.623,1075.21008569111,0.314296214125209,873.992558592666,"massive",10,"spawner",7.1163,"gonochore",0.176430978943698
"Heterocyathus aequicostatus",27.719,"solitary",121.6964,0.24630086404144,0.319060476190476,679.377112198596,"massive",15.2615297204017,"spawner",10.4629,"gonochore",0.42696719643246
"Heterocyathus alternatus",27.548,"colonial",138.3584,0.644523061974716,0.331726190476191,731.500445835265,"massive",10.5582874279212,"spawner",10.707,"gonochore",0.431683774366891
"Heterocyathus sulcatus",27.548,"colonial",138.3584,0.644523061974716,0.331726190476191,731.500445835265,"massive",10.5582874279212,"spawner",10.707,"gonochore",0.431683774366891
"Heteropsammia cochlea",35.161,"colonial",180.4283,0.4185386812745,0.383478255387845,625.742855835265,"massive",9.93067919750417,"spawner",8.73299999999999,"gonochore",0.459798075272488
"Heteropsammia eupsammides",35.603,"colonial",175.6683,0.5151412809256,0.380474356661342,630.015656227422,"massive",9.11158008305164,"spawner",8.71729999999999,"gonochore",0.453783395021967
"Homophyllia australis",71.7489999999999,"both",6,44.1786466911065,0.531108130711623,1459.53726763684,"massive",10.0827670068856,"spawner",7.4181,"hermaphrodite",0.119489920347675
"Homophyllia bowerbanki",37.4253333333333,"colonial",200,3.97607820219958,0.527977142857142,1311.18180754189,"massive",9.56410337708906,"spawner",9.935,"hermaphrodite",0.465410122173096
"Horastrea indica",26.152,"colonial",62.3981,0.874167790815445,0.322297142857143,773.551845835265,"massive",14.7889639112265,"spawner",10.1098,"gonochore",0.3556841416834
"Hydnophora bonsai",62.192,"colonial",127.47,0.0804247719318987,0.372448583253081,122.593457618446,"digitate",25.8319901884352,"spawner",10.0844,"hermaphrodite",0.432220732221573
"Hydnophora exesa",79.1,"colonial",100,0.110446616727766,0.35851,133.858004278981,"massive",13.6656469697716,"spawner",9.24,"hermaphrodite",0.399997779561638
"Hydnophora grandis",63.856,"colonial",98.92,0.125663706143592,0.365892380952381,131.102358912433,"encrusting_long_uprights",19.1485963534336,"spawner",7.95,"hermaphrodite",0.41112913315389
"Hydnophora microconos",75,"colonial",164.3,0.229022104446696,0.36298,133.087995549097,"massive",7.6,"spawner",10.0759,"hermaphrodite",0.429255178774082
"Hydnophora pilosa",63.807,"colonial",137.665,0.331830724035422,0.3577,134.16009342706,"columnar",19.3819779120476,"spawner",9.3175,"hermaphrodite",0.450519594016378
"Hydnophora rigida",64.624,"colonial",266.1,0.255175863287831,0.35847858325308,146.567871569404,"branching",71,"spawner",10.78,"hermaphrodite",0.552387450469891
"Isophyllia rigida",35.2,"colonial",5.78,1.47411381288067,0.514421928410923,1327.78509615295,"massive",6.47344103591881,"brooder",8.3377,"hermaphrodite",0.173900388694074
"Isophyllia sinuosa",44.7,"colonial",8.27,0.817128249198705,0.488383844997337,1228.68223322612,"massive",5.80561091381376,"brooder",7.5679,"hermaphrodite",0.202429884243439
"Isopora brueggemanni",39.4099999999999,"colonial",100,0.0132732289614169,0.414983915944393,165.243066416633,"branching",74.8,"brooder",9.41889999999999,"hermaphrodite",0.371557754417547
"Isopora crateriformis",32.09,"colonial",100,0.00331830724035422,0.402531023328008,169.463956220554,"encrusting",45.0068301828493,"brooder",10.1228,"hermaphrodite",0.3437573308419
"Isopora cuneata",10.1,"colonial",20,0.00441786466911065,0.375353427929408,215.186819268988,"encrusting",43.0833897569506,"brooder",9.1046,"hermaphrodite",0.234734301303879
"Isopora elizabethensis",40.453,"colonial",142.6078,0.0075565120795879,0.415962951738932,165.231936416633,"branching",62.2880954137928,"brooder",9.39299999999998,"hermaphrodite",0.398250504838542
"Isopora palifera",75.6,"colonial",115.2344,0.00865901475145687,0.425160594435569,164.943948272204,"branching",62.1235610683028,"brooder",8.56,"hermaphrodite",0.381858879358816
"Isopora togianensis",47.524,"colonial",150,0.00785398163397448,0.416617737292712,165.255706416633,"branching",60.4131859202066,"brooder",9.19669999999998,"hermaphrodite",0.405304048261095
"Leptastrea aequalis",57.397,"colonial",20,0.0551545860245858,0.286306214125209,616.141765591362,"encrusting",9.5825186351989,"spawner",8.1188,"gonochore",0.270297291941481
"Leptastrea bewickensis",52.579,"colonial",100,0.0706858347057703,0.281943356982352,550.964439568971,"encrusting",9.7955401825856,"spawner",9.68079999999999,"gonochore",0.384744383924182
"Leptastrea bottae",55.598,"colonial",54.0412,0.057255526111674,0.282086214125209,628.969854006344,"encrusting",9.61516088446736,"spawner",8.6065,"gonochore",0.336277451865315
"Leptastrea inaequalis",59.618,"colonial",50.2483,0.0683492751696629,0.290231452220447,627.044014006344,"massive",6.92062326732598,"spawner",7.0471,"gonochore",0.330720284762098
"Leptastrea pruinosa",27.406,"colonial",86.575,0.0615752160103599,0.279967154681652,599.427578126035,"encrusting",10.2777800326897,"spawner",9.44269999999999,"gonochore",0.373222738418709
"Leptastrea purpurea",12.2,"colonial",100,0.273397100678652,0.273,653.254393107293,"encrusting",1.8,"spawner",9.59179999999999,"gonochore",0.307155118177039
"Leptastrea transversa",10.2,"colonial",110.885,0.4185386812745,0.270305249919747,644.700485564711,"encrusting",9.49474559451855,"spawner",10.92,"gonochore",0.403812592642751
"Leptoria irregularis",58.232,"colonial",150,0.188574099031727,0.35378,178.099126528181,"encrusting",12.5069100016271,"spawner",10.3748,"hermaphrodite",0.440654635282554
"Leptoria phrygia",60.379,"colonial",95.585,0.0730616641500476,0.36912,153.969931960866,"massive",15.1440728997591,"spawner",5.77,"hermaphrodite",0.412925183708068
"Leptoseris amitoriensis",22.717,"colonial",730.04,0.0551545860245858,0.33492635062594,199.980686670795,"laminar",13.8078676745413,"spawner",7.76690000000001,"gonochore",0.599207139420946
"Leptoseris cailleti",23.756,"colonial",653.4,0.0706858347057703,0.33492635062594,199.980686670795,"laminar",13.767624913624,"spawner",7.78100000000001,"gonochore",0.594548371789113
"Leptoseris explanata",24.101,"colonial",282.9265,0.0804247719318987,0.339804933879021,183.646786957739,"laminar",14.7180538615878,"spawner",7.72020000000001,"gonochore",0.509765816113757
"Leptoseris foliosa",24.551,"colonial",213.0465,0.0122718463030851,0.337896374274959,204.505803956435,"laminar",20.1382140061346,"spawner",7.1839,"gonochore",0.448488006409933
"Leptoseris gardineri",22.509,"colonial",1000,0.029864765163188,0.33492635062594,199.23223813421,"laminar",14.1915908383889,"spawner",7.71110000000001,"gonochore",0.612936643862269
"Leptoseris hawaiiensis",26.426,"colonial",563.9739,0.045238934211693,0.329768731578321,200.70973520738,"encrusting",9.8655521017638,"spawner",8.4395,"gonochore",0.536964837320899
"Leptoseris incrustans",26.646,"colonial",494.5618,0.0637939658219577,0.329768731578321,200.817052280551,"encrusting",9.60898032985755,"spawner",8.4581,"gonochore",0.532177373308591
"Leptoseris mycetoseroides",24.803,"colonial",200,0.0779311327631118,0.336821136179721,208.250909444587,"laminar",15.7844990754568,"spawner",7.32170000000001,"gonochore",0.477203110568036
"Leptoseris papyracea",24.172,"colonial",621.5,0.0934820163983813,0.33613635062594,199.980686670795,"laminar",12.801539840651,"spawner",7.82990000000001,"gonochore",0.591533294438764
"Leptoseris scabra",27.133,"colonial",189.3233,0.200296166620434,0.334321999357979,213.432133665404,"encrusting",11.0281475738573,"spawner",8.4597,"gonochore",0.464495685524472
"Leptoseris solida",26.208,"colonial",189.0318,0.0779311327631118,0.33510438031036,211.651158177251,"encrusting",12.4683124447632,"spawner",8.2006,"gonochore",0.4574248163349
"Leptoseris striata",25.291,"colonial",10,0.101787601976309,0.333548201658679,251.98770976227,"encrusting",10.607320501141,"spawner",7.58019999999999,"gonochore",0.229089004682612
"Leptoseris tubulifera",26.338,"colonial",557.3618,0.0433736135736241,0.330998731578321,200.817052280551,"encrusting",9.5916021017638,"spawner",8.396,"gonochore",0.532452410368344
"Leptoseris yabei",25.261,"colonial",100,0.0706858347057703,0.332828201658679,182.327382689099,"laminar",15.2100198381971,"spawner",7.1304,"gonochore",0.406021147954564
"Lithophyllon concinna",48.135,"solitary",16,201.061929829747,0.297662868967367,862.785527983952,"massive",7.46186872705018,"spawner",6.6126,"gonochore",0.146061503571719
"Lithophyllon ranjithi",41.521,"solitary",65.5662,39.1640264836199,0.306670488014986,898.980188592666,"laminar",13.0549066478515,"spawner",7.6131,"gonochore",0.306656665058293
"Lithophyllon repanda",48.124,"solitary",30,176.714586764426,0.297740488014986,874.740917983952,"massive",6.8796253365973,"spawner",6.5312,"gonochore",0.19148510136528
"Lithophyllon scabra",48.046,"solitary",16.665,47.7836242611008,0.301200488014986,887.50552110686,"massive",6.41251639910411,"spawner",6.5715,"gonochore",0.178952159138844
"Lithophyllon spinifer",49.072,"solitary",12.5,109.358840271461,0.301200488014986,887.50552110686,"massive",6.33785920032639,"spawner",6.5108,"gonochore",0.144315855451471
"Lithophyllon undulatum",31.934,"colonial",50,0.107521008569111,0.28126239277689,669.152678126034,"encrusting",9.8663106288662,"spawner",9.1901,"gonochore",0.333060199369159
"Lobactis scutaria",49.277,"solitary",17,224.317569447945,0.301682868967367,862.090827129251,"massive",9.62631578947369,"spawner",6.5974,"gonochore",0.147895636519743
"Lobophyllia agaricia",45.9,"colonial",177.02,5.62001473296087,0.527131928410923,1486.72933019816,"massive",10.8579381187671,"spawner",8.4872,"hermaphrodite",0.456476824312813
"Lobophyllia corymbosa",40.3,"colonial",200,8.55298599939821,0.675,2800,"massive",13.8619503330339,"spawner",9.3262,"hermaphrodite",0.476417249274891
"Lobophyllia dentata",44.377,"colonial",200,4.26384808926841,0.526705726110223,1228.51191461506,"massive",9.47438907037556,"spawner",9.2979,"hermaphrodite",0.465619784797142
"Lobophyllia diminuta",40.981,"colonial",163.9312,14.1862543263664,0.533950964205461,1541.91106166158,"massive",9.58636487669515,"spawner",8.9946,"hermaphrodite",0.426485252938043
"Lobophyllia erythraea",36.212,"colonial",307.3362,1.88691908756237,0.521224285714285,1228.00576656558,"massive",9.54428175982863,"spawner",10.412,"hermaphrodite",0.521664704675968
"Lobophyllia flabelliformis",40.004,"colonial",200,15.3438526793979,0.538704761904761,1569.45288166158,"massive",11.9115378810745,"spawner",9.74480000000001,"hermaphrodite",0.460373676214738
"Lobophyllia hassi",45.446,"colonial",20,2.07394202522139,0.516470511664004,1202.24288217534,"massive",8.96279411525652,"spawner",7.8802,"hermaphrodite",0.246375019605452
"Lobophyllia hataii",42.03,"colonial",173.5062,5.9395736106932,0.526603345157842,1541.91106166158,"massive",9.6367255085528,"spawner",8.6676,"hermaphrodite",0.447076045413161
"Lobophyllia hemprichii",36.573,"colonial",500,3.6813379064306,0.520114285714285,1259.75279920138,"massive",11.0089229146947,"spawner",9.98,"hermaphrodite",0.597881805305133
"Lobophyllia ishigakiensis",25.6446666666666,"colonial",184.4766,0.975812253976474,0.504432857142857,1282.35760510217,"massive",9.28867257684368,"spawner",10.5773,"hermaphrodite",0.458197558736998
"Lobophyllia radians",29,"colonial",274.5233,7.06858347057704,0.539887142857142,1542.13909312499,"massive",9.72650202529788,"spawner",10.115,"hermaphrodite",0.502758240972783
"Lobophyllia robusta",36.643,"colonial",270.4,17.7205460616549,0.535899523809523,1542.13909312499,"massive",9.7105828312572,"spawner",10.2226,"hermaphrodite",0.489166129012777
"Lobophyllia rowleyensis",61.117,"colonial",98.755,0.941712032867625,0.505235261744256,1214.15892773797,"massive",11.0061854467083,"spawner",8.5372,"hermaphrodite",0.400468279883324
"Lobophyllia serrata",39.996,"colonial",200,6.40180006480669,0.540594761904761,1569.45288166158,"massive",12.271208955386,"spawner",9.4904,"hermaphrodite",0.474105097692842
"Lobophyllia valenciennesii",44.558,"colonial",174.1914,8.29576810088555,0.528707166506161,1486.72933019816,"encrusting",11.8872873538492,"spawner",9.0496,"hermaphrodite",0.451945554680557
"Lobophyllia vitiensis",68.4469999999999,"both",21.5,38.484510006475,0.531108130711623,1459.53726763684,"massive",10.1770138715486,"spawner",7.4181,"hermaphrodite",0.200590962060617
"Madracis asanoi",16.206,"colonial",36.8636,0.041547562843725,0.328046690315686,224.146997392938,"branching",24.1727022675828,"brooder",6.8553,"hermaphrodite",0.316467367645962
"Madracis auretenra",21.034,"colonial",43.9666,0.302551865902129,0.338099071268067,225.912091174468,"branching",23.3390196132678,"brooder",7.1965,"hermaphrodite",0.33502548437518
"Madracis carmabi",20.611,"colonial",33.901,0.293996720057781,0.338099071268067,225.912091174468,"branching",23.3196229466012,"brooder",7.2219,"hermaphrodite",0.309950537708547
"Madracis decactis",14.7,"colonial",10,0.0330063578167778,0.320955726110224,218.704107392938,"digitate",21.4296754279331,"brooder",7.8733,"hermaphrodite",0.221276774821195
"Madracis formosa",28.519,"colonial",10.23,0.0165129963854314,0.333685249919748,252.217659954261,"columnar",16.7491886699847,"brooder",7.9419,"hermaphrodite",0.226052515394122
"Madracis kirbyi",21.203,"colonial",125,0.0397607820219958,0.34316859507759,199.123272759486,"digitate",24.5645766340992,"spawner",8.6505,"hermaphrodite",0.421714348275721
"Madracis mirabilis",14.7,"colonial",14.66,0.0143138815279185,0.307925726110224,211.906381904785,"branching",22,"brooder",7.0256,"hermaphrodite",0.244840563520703
"Madracis pharensis",17.272,"colonial",24.1892,0.0254469004940773,0.338309071268067,217.216435929523,"digitate",21.9125684495966,"brooder",7.7646,"hermaphrodite",0.2779867270405
"Madracis senaria",16.305,"colonial",23.4864,0.0188691908756237,0.323192868967367,251.687219954261,"encrusting",17.8051246099075,"brooder",7.6483,"hermaphrodite",0.276449318802719
"Manicina areolata",17.6,"colonial",10,1.12156821228564,0.493335726110224,1327.78509615295,"massive",6.69750142227049,"brooder",9.7226,"hermaphrodite",0.205075922579452
"Meandrina brasiliensis",35.671,"colonial",136.397,1.38929081123375,0.37142380952381,1168.20148478449,"massive",8.40309715255901,"spawner",8.6352,"gonochore",0.423182666644379
"Meandrina danae",42.575,"colonial",118.1171,1.01304012692151,0.423738583253081,1108.38622763684,"massive",8.4925133210868,"spawner",7.4889,"gonochore",0.414045285416228
"Meandrina meandrites",47.8,"colonial",16.3,1.35813013910095,0.422746237774228,1156.94877995904,"massive",2.27921052631579,"spawner",5.99,"gonochore",0.227107088830405
"Merulina ampliata",61.2,"colonial",164.2,0.196349540849362,0.339,223.243094820864,"laminar",24.4837647058824,"spawner",10.4387,"hermaphrodite",0.470935588003199
"Merulina scabricula",53.889,"colonial",88.09,0.0551545860245858,0.36572,212.354686432533,"laminar",22.3179073707648,"spawner",6.1,"hermaphrodite",0.40444981358054
"Merulina scheeri",54.664,"colonial",30,0.301907054009979,0.375528583253081,280.368974286625,"digitate",20.9462376522705,"spawner",8.6539,"hermaphrodite",0.294624281134016
"Merulina triangularis",56.31,"colonial",500,0.52168109508267,0.357751916586414,254.128199242541,"branching",33.1906164077735,"spawner",12.38,"hermaphrodite",0.644795318809416
"Micromussa amakusensis",33.669,"colonial",118.8817,0.580880481648753,0.480385261744257,1256.81606607847,"encrusting",9.07495739172063,"spawner",9.7291,"hermaphrodite",0.410807617952871
"Micromussa lordhowensis",39.6143333333333,"colonial",206.8933,0.865901475145687,0.500880476190476,1283.71351607847,"massive",9.06199686162055,"spawner",10.0517,"hermaphrodite",0.470293685371566
